Plot,Aspect,Northerness,Easterness
Rinker_Rock_607_near_one_yr_ctrl,239.84,0.47224682,0.881466359
Rinker_Rock_608_far_one_yr_ctrl,258.5,0.629876288,0.776695476
Rinker_Rock_608_far_one_yr_ctrl,258.5,0.629876288,0.776695476
Rinker_Rock_7_near_one_yr_ctrl,184.21,-0.413987077,0.910282758
Rinker_Rock_7_near_one_yr_ctrl,184.21,-0.413987077,0.910282758
Rinker_Rock_8_far_one_yr_ctrl,185.25,-0.994600343,0.103779366
Rinker_Rock_8_far_one_yr_ctrl,185.25,-0.994600343,0.103779366
Rocky_Hill_LIDA_ctrl_one_yr_1,118.76,0.813575722,-0.581458979
Rocky_Hill_LIDA_ctrl_one_yr_2,118.76,0.813575722,-0.581458979
Rocky_Hill_LIDA_ctrl_one_yr_3,118.76,0.813575722,-0.581458979
Saratoga_193_ctrl_one_yr,273.04,-0.961452157,0.274972272
Saratoga_196_ctrl_one_yr,273.04,-0.961452157,0.274972272
Saratoga_199_ctrl_one_yr,273.04,-0.961452157,0.274972272
Saratoga_222_ctrl_one_yr,273.04,-0.961452157,0.274972272
Saratoga_225_ctrl_one_yr,273.04,-0.961452157,0.274972272
Saratoga_240_ctrl_one_yr,273.04,-0.961452157,0.274972272
Saratoga_250_ctrl_one_yr,273.04,-0.961452157,0.274972272
Saratoga_253_ctrl_one_yr,273.04,-0.961452157,0.274972272
Saratoga_268_ctrl_one_yr,273.04,-0.961452157,0.274972272
Saratoga_271_ctrl_one_yr,273.04,-0.961452157,0.274972272
Saratoga_277_ctrl_one_yr,273.04,-0.961452157,0.274972272
Saratoga_286_ctrl_one_yr,273.04,-0.961452157,0.274972272
Saratoga_289_ctrl_one_yr,273.04,-0.961452157,0.274972272
Saratoga_301_ctrl_one_yr,273.04,-0.961452157,0.274972272
Saratoga_325_ctrl_one_yr,273.04,-0.961452157,0.274972272
Saratoga_328_ctrl_one_yr,273.04,-0.961452157,0.274972272
Saratoga_343_ctrl_one_yr,273.04,-0.961452157,0.274972272
Saratoga_346_ctrl_one_yr,273.04,-0.961452157,0.274972272
Saratoga_355_ctrl_one_yr,273.04,-0.961452157,0.274972272
Saratoga_373_ctrl_one_yr,273.04,-0.961452157,0.274972272
Saratoga_376_ctrl_one_yr,273.04,-0.961452157,0.274972272
Sas_1_ctrl_one_yr,240.39,-0.058129214,0.998309068
Sas_2_ctrl_one_yr,240.39,-0.058129214,0.998309068
Sas_3_ctrl_one_yr,240.39,-0.058129214,0.998309068
schwenkfelder_1_ctrl_one_yr,14.79,-0.607439326,0.794366077
schwenkfelder_2_ctrl_one_yr,14.79,-0.607439326,0.794366077
schwenkfelder_3_ctrl_one_yr,14.79,-0.607439326,0.794366077
Sheridan_613_ctrl_one_yr,19.25,0.920887971,0.389827327
Sheridan_619_ctrl_one_yr,19.25,0.920887971,0.389827327
Sheridan_631_ctrl_one_yr,19.25,0.920887971,0.389827327
Sheridan_637_ctrl_one_yr,19.25,0.920887971,0.389827327
Sheridan_648_ctrl_one_yr,19.25,0.920887971,0.389827327
Sheridan_655_ctrl_one_yr,19.25,0.920887971,0.389827327
Sheridan_667_ctrl_one_yr,19.25,0.920887971,0.389827327
Sheridan_676_ctrl_one_yr,19.25,0.920887971,0.389827327
Sheridan_679_ctrl_one_yr,19.25,0.920887971,0.389827327
Sheridan_688_ctrl_one_yr,19.25,0.920887971,0.389827327
Sheridan_691_ctrl_one_yr,19.25,0.920887971,0.389827327
Sheridan_700_ctrl_one_yr,19.25,0.920887971,0.389827327
Sheridan_709_ctrl_one_yr,19.25,0.920887971,0.389827327
Sheridan_721_ctrl_one_yr,19.25,0.920887971,0.389827327
Sheridan_727_ctrl_one_yr,19.25,0.920887971,0.389827327
Sheridan_739_ctrl_one_yr,19.25,0.920887971,0.389827327
Sheridan_751_ctrl_one_yr,19.25,0.920887971,0.389827327
Sheridan_772_ctrl_one_yr,19.25,0.920887971,0.389827327
sparta_1_ctrl_one_yr,230.85,-0.057029081,-0.998372518
sparta_2_ctrl_one_yr,230.85,-0.057029081,-0.998372518
sparta_3_ctrl_one_yr,230.85,-0.057029081,-0.998372518
spring_creek_5G1__ctrl_one_yr,72.54,-0.960118953,-0.279591839
spring_creek_5G2__ctrl_one_yr,72.54,-0.960118953,-0.279591839
spring_creek_6E1__ctrl_one_yr,72.54,-0.960118953,-0.279591839
spring_creek_6E2__ctrl_one_yr,72.54,-0.960118953,-0.279591839
spring_creek_6E3__ctrl_one_yr,72.54,-0.960118953,-0.279591839
spring_creek_7E1__ctrl_one_yr,72.54,-0.960118953,-0.279591839
Strawberry_Lookout_LIDA_ctrl_one_yr_1,170.39,0.735767737,0.67723396
Strawberry_Lookout_LIDA_ctrl_one_yr_2,170.39,0.735767737,0.67723396
Top_2_ctrl_one_yr,87.29,0.780960407,-0.624580533
whiskey_hill_1_ctrl_one_yr,202.08,0.525009399,0.851096429
whiskey_hill_2_ctrl_one_yr,202.08,0.525009399,0.851096429
whiskey_hill_3_ctrl_one_yr,202.08,0.525009399,0.851096429
wolf_101_ctrl_one_yr,247.41,-0.713847283,0.700301404
wolf_203_ctrl_one_yr,247.41,-0.713847283,0.700301404
wolf_301_ctrl_one_yr,247.41,-0.713847283,0.700301404
wolf_411_ctrl_one_yr,247.41,-0.713847283,0.700301404
