"Plt","Plot","Site","Lat","Lon","State","Region","Elevation","Aspect","Northerness","Easterness","Slope","MAP","T_min","MAT","T_max","W_stor","Texture","Depth","Silt","Sand","pH","SOM","EC","BD","Clay","CEC","CaCO3","W_supp","treatment","trt1","trt2","trt1rate","trt2rate","collection_date","target","rich","Shannon","Simpson","Inv_Simp","pielou","effective","litter","bare_rock","iaf_cov","ipf_cov","iag_cov","ipg_cov","ips_cov","naf_cov","npf_cov","nag_cov","npg_cov","nps_cov","gen_cov","nat_cov","intr_cov","iaf_inc","ipf_inc","iag_inc","ipg_inc","ips_inc","naf_inc","npf_inc","nag_inc","npg_inc","nps_inc","gen_inc","nat_inc","intr_inc","iaf_Agrostemma.githago","iaf_Alyssum.alyssoides","iaf_Alyssum.desertorum","iaf_Amaranthus.albus","iaf_Ambrosia.artemisiifolia","iaf_Anthriscus.caucalis","iaf_Arenaria.serpyllifolia","iaf_Asperugo.procumbens","iaf_Brassica.rapa","iaf_Buglossoides.arvensis","iaf_Camelina.microcarpa","iaf_Camelina.sativa","iaf_Centaurea.cyanus","iaf_Centaurea.solstitialis","iaf_Cerastium.glomeratum","iaf_Ceratocephala.testiculata","iaf_Chenopodium.album","iaf_Chorispora.tenella","iaf_Cruciata.pedemontana","iaf_Descurainia.sophia","iaf_Dianthus.armeria","iaf_Draba.verna","iaf_Eriastrum.sparsiflorum","iaf_Erodium.cicutarium","iaf_Filago.arvensis","iaf_Geranium.molle","ipf_Geranium.pusillum","iaf_Holosteum.umbellatum","iaf_Ipomoea.purpurea","iaf_Lactuca.serriola","iaf_Lepidium.campestre","iaf_Lepidium.densiflorum","iaf_Logfia.arvensis","iaf_Medicago.lupulina","iaf_Medicago.sativa","iaf_Melilotus.indicus","iaf_Melilotus.officinalis","iaf_Myosotis.arvensis","iaf_Myosotis.discolor","iaf_Myosotis.stricta","iaf_Polygonum.aviculare","iaf_Portulaca.oleracea","iaf_Salsola.tragus","iaf_Silene.noctiflora","iaf_Sisymbrium.altissimum","iaf_Sisymbrium.loeselii","iaf_Solanum.nigrum","iaf_Spergularia.rubra","iaf_Stellaria.media","iaf_Thlaspi.arvense","iaf_Tragopogon.dubius","iaf_Trifolium.arvense","iaf_Valerianella.locusta","iaf_Veronica.verna","iaf_Vicia.villosa","iag_Alopecurus.myosuroides","iag_Apera.interrupta","iag_Bromus.arvensis","iag_Bromus.briziformis","iag_Bromus.hordeaceus","iag_Bromus.racemosus","iag_Bromus.secalinus","iag_Bromus.sterilis","iag_Bromus.tectorum","iag_Taeniatherum.caput.medusae","iag_Ventenata.dubia","iag_Vulpia.bromoides","iag_Vulpia.myuros","ipf_Achillea.millefolium","ipf_Artemisia.absinthium","ipf_Astragalus.cicer","ipf_Cardaria.draba","iaf_Carduus.nutans","iaf_Centaurea.stoebe","ipf_Cerastium.arvense","iaf_Cerastium.vulgatum","ipf_Chondrilla.juncea","ipf_Cichorium.intybus","ipf_Cirsium.arvense","iaf_Cirsium.vulgare","ipf_Convolvulus.arvensis","iaf_Cynoglossum.officinale","iaf_Dipsacus.fullonum","ipf_Euphorbia.esula","ipf_Hypericum.perforatum","ipf_Lepidium.latifolium","ipf_Leucanthemum.vulgare","ipf_Linaria.dalmatica","ipf_Plantago.lanceolata","ipf_Plantago.major","ipf_Potentilla.recta","ipf_Rumex.acetosella","ipf_Rumex.crispus","iaf_Silene.latifolia","npf_Solidago.nemoralis","ipf_Taraxacum.officinale","iaf_Tragopogon.dubius.1","iaf_Tragopogon.miscellus","ipf_Trifolium.pratense","ipf_Trifolium.repens","iaf_Verbascum.blattaria","iaf_Verbascum.thapsus","ipf_Veronica.serpyllifolia","ipg_Agropyron.cristatum","ipg_Alopecurus.arundinaceus","ipg_Arrhenatherum.elatius","ipg_Bromus.inermis","ipg_Dactylis.glomerata","ipg_Festuca.ovina","ipg_Phleum.pratense","ipg_Poa.bulbosa","ipg_Poa.compressa","ipg_Poa.pratensis","iag_Polypogon.monspeliensis","ipg_Thinopyrum.intermedium","ipf_Rumex.acetosella.1","npg_Danthonia.californica","naf_Orobanche.ludoviciana","naf_Orthocarpus.luteus","naf_Agoseris.heterophylla","naf_Aliciella.pinnatifida","naf_Amaranthus.retroflexus","npf_Ambrosia.psilostachya","naf_Amsinckia.menziesii","naf_Anagallis.minima","naf_Androsace.occidentalis","npf_Apocynum.androsaemifolium","naf_Arabis.glabra","naf_Bidens.cernua","naf_Castilleja.tenuis","naf_Centaurium.exaltatum","naf_Chamaesyce.maculata","naf_Chenopodium.berlandieri","naf_Chenopodium.leptophyllum","naf_Clarkia.pulchella","naf_Claytonia.perfoliata","naf_Collinsia.parviflora","naf_Collomia.grandiflora","naf_Collomia.linearis","naf_Conyza.canadensis","naf_Cryptantha.affinis","naf_Cryptantha.ambigua","naf_Cryptantha.flaccida","naf_Cryptantha.virgata","naf_Descurainia.pinnata","naf_Draba.albertina","naf_Draba.nemorosa","naf_Draba.reptans","naf_Epilobium.brachycarpum","naf_Erigeron.strigosus","naf_Eriogonum.cernuum","naf_Eriogonum.divaricatum","naf_Euphorbia.glyptosperma","naf_Galium.aparine","naf_Gayophytum.diffusum","naf_Gayophytum.racemosum","naf_Gentianella.amarella","naf_Gilia.tweedyi.","naf_Gnaphalium.exilifolium","naf_Hedeoma.hispida","naf_Helenium.microcephalum","naf_Helianthus.annuus","naf_Hemizonella.minima","naf_Idahoa.scapigera","naf_Kochia.scoparia","naf_Lappula.occidentalis","naf_Lepidium.perfoliatum","naf_Lepidium.virginicum","naf_Leptosiphon.septentrionalis","naf_Linum.rigidum","naf_Lotus.unifoliolatus","naf_Machaeranthera.tanacetifolia","naf_Madia.glomerata","naf_Madia.gracilis","naf_Mentzelia.albicaulis","naf_Microsteris.gracilis","naf_Monolepis.nuttalliana","naf_Myosotis.verna","naf_Navarretia.breweri","naf_Navarretia.intertexta","naf_Orobanche.uniflora","naf_Orthocarpus.tenufolius","npg_Panicum.capillare","naf_Phacelia.linearis","naf_Plantago.patagonica","naf_Polygonum.douglasii","naf_Polygonum.erectum","naf_Rigiopappus.leptocladus","naf_Silene.antirrhina","naf_Solanum.triflorum","naf_Stellaria.nitens","naf_Triodanis.leptocarpa","naf_Verbena.bracteata","naf_Veronica.peregrina","nag_Hordeum.pusillum","nag_Vulpia.microstachys","nag_Vulpia.octoflora","npf_Agastache.urticifolia","npf_Agoseris.aurantiaca","npf_Agoseris.glauca","npf_Agoseris.grandiflora","npf_Agoseris.retrorsa","npf_Allium.acuminatum","npf_Allium.cernuum","npf_Allium.douglasii","npf_Allium.textile","npf_Ambrosia.tomentosa","npf_Anaphalis.margaritacea","naf_Androsace.septentrionalis","npf_Anemone.cylindrica","npf_Anemone.multifida","npf_Antennaria.anaphaloides","npf_Antennaria.luzuloides","npf_Antennaria.microphylla","npf_Antennaria.parvifolia","npf_Antennaria.racemosa","npf_Antennaria.rosea","npf_Antennaria.stenophylla","npf_Antenneria.microphylla","npf_Arabis.drummondii","npf_Arabis.glauca","npf_Arabis.hirsuta","npf_Arabis.holboellii","npf_Arabis.nuttallii","npf_Arenaria.capillaris","npf_Arenaria.congesta","npf_Arenaria.hookeri","npf_Arnica.cordifolia","npf_Arnica.mollis","npf_Arnica.sororia","npf_Artemisia.campestris","npf_Artemisia.douglasiana","npf_Artemisia.dracunculus","npf_Artemisia.ludoviciana","npf_Asclepias.verticillata","npf_Asclepias.viridiflora","npf_Aster.ascendens","npf_Astragalus.adsurgens","npf_Astragalus.agrestis","npf_Astragalus.arrectus","npf_Astragalus.convallarius","npf_Astragalus.drummondii","npf_Astragalus.flexuosus","npf_Astragalus.gilviflorus","npf_Astragalus.gracilis","npf_Astragalus.grayi","npf_Astragalus.inflexus","npf_Astragalus.laximannii","npf_Astragalus.laxmannii","npf_Astragalus.lentiginosus","npf_Astragalus.miser","npf_Astragalus.missouriensis","npf_Astragalus.mollissimus","npf_Astragalus.plattensis","npf_Astragalus.purshii","npf_Astragalus.spatulatus","npf_Hydrophyllum.capitatum","npf_Balsamorhiza.macrophylla","npf_Balsamorhiza.sagittata","npf_Besseya.rubra","npf_Besseya.wyomingensis","npf_Braya.glabella","npf_Calochortus.elegans","npf_Calochortus.gunnisonii","npf_Calochortus.nuttallii","npf_Calylophus.serrulatus","npf_Camassia.quamash","npf_Campanula.rotundifolia","npf_Castilleja.angustifolia","npf_Castilleja.miniata","npf_Castilleja.pulchella","npf_Cerastium.beeringianum","npf_Chaenactis.douglasii","npf_Chamerion.angustifolium","npf_Cirsium.brevifolium","npf_Cirsium.flodmanii","npf_Cirsium.undulatum","npf_Comandra.umbellata","npf_Crepis.acuminata","npf_Crepis.atribarba","npf_Crepis.occidentalis","npf_Crepis.runcinata","npf_Cryptantha.celosioides","npf_Cryptantha.spiculifera","npf_Cymopterus.nivalis","npf_Cystopteris.fragilis","npf_Dalia.purpurea","npf_Delphinium.barbeyi","npf_Delphinium.bicolor","npf_Delphinium.geyeri","npf_Delphinium.nuttallianum","npf_Descurainia.incana","npf_Dodecatheon.conjugens","npf_Dodecatheon.pulchellum","npf_Echinacea.angustifolia","npf_Epilobium.angustilofium","npf_Equisetum.laevigatum","npf_Ericameria.resinosa","npf_Erigeron.caespitosus","npf_Erigeron.compositus","npf_Erigeron.divergens","npf_Erigeron.filifolius","naf_Erigeron.flagellaris","npf_Erigeron.ochroleucus","npf_Erigeron.pumilis","npf_Erigeron.speciosus","npf_Eriogonum.alatum","npf_Eriogonum.caespitosum","npf_Eriogonum.flavum","npf_Eriogonum.heracleoides","npf_Eriogonum.ovalifolium","npf_Eriogonum.pauciflorum","npf_Eriogonum.sphaerocephalum","npf_Eriogonum.umbellatum","npf_Eriophyllum.lanatum","naf_Erysimum.asperum","naf_Erysimum.inconspicuum","npf_Erythronium.grandiflorum","npf_Euthamia.graminifolia","npf_Evolvulus.nuttallianus","npf_Fragaria.virginiana","npf_Fritillaria.pudica","npf_Gaillarda.aristata","npf_Galium.boreale","npf_Galium.trifidum","npf_Galium.triflorum","npf_Geranium.richardsonii","npf_Geranium.viscosissimum","npf_Geum.triflorum","npf_Glycyrrhiza.lepidota","naf_Grindelia.squarrosa","npf_Gutierrezia.sarothrae","npf_Helianthella.uniflora","npf_Heracleum.maximum","npf_Heterotheca.villosa","npf_Heuchera.cylindrica","npf_Heuchera.grossulariifolia","npf_Heuchera.parviflora","npf_Hieracium.albiflorum","npf_Hieracium.gracile","npf_Hieracium.scouleri","npf_Hymenopappus.filifolius","npf_Hymenoxys.hoopesii","npf_Ipomopsis.spicata","npf_Iris.missouriensis","naf_Lactuca.tatarica","npf_Lesquerella.alpina","npf_Leucocrinum.montanum","npg_Leucopoa.kingii","npf_Lewisia.rediviva","npg_Leymus.triticoides","npf_Liatris.punctata","npf_Linum.lewisii","npf_Lithophragma.glabrum","npf_Lithospermum.canescens","npf_Lithospermum.incisum","npf_Lithospermum.ruderale","npf_Lomatium.ambiguum","npf_Lomatium.dissectum","npf_Lomatium.farinosum","npf_Lomatium.macrocarpum","npf_Lomatium.nudicaule","npf_Lomatium.simplex","npf_Lomatium.triternatum","npf_Lupinus.argenteus","npf_Lupinus.caudatus","npf_Lupinus.sericeus","npf_Lygodesmia.juncea","naf_Machaeranthera.canescens","npf_Machaeranthera.pinnatifida","npf_Mertensia.lanceolata","gen_Mertensia.spp","npf_Microseris.nutans","npf_Monarda.fistulosa","npf_Musineon.divaricatum","npf_Oenothera.caespitosa","npf_Oenothera.coronopifolia","npf_Oenothera.nuttallii","npf_Oenothera.suffrutescens","npf_Oligoneuron.rigidum","npf_Olsynium.douglasii","npf_Oonopsis.wardii","npf_Osmorhiza.berteroi","npf_Oxytropis.besseyi","npf_Oxytropis.lambertii","npf_Oxytropis.sericea","npf_Packera.cana","npf_Packera.paupercula","npf_Packera.pseudaurea","npf_Packera.tridenticulata","npf_Paeonia.brownii","npf_Pediomelum.argophyllum","npf_Penstemon.albidus","npf_Penstemon.aridus","npf_Penstemon.cyathophorus","npf_Penstemon.eriantherus","npf_Penstemon.glandulosus","npf_Penstemon.humilis","npf_Penstemon.venustus","npf_Phacelia.hastata","npf_Phacelia.heterophylla","npf_Phlox.divaricata","npf_Phlox.hoodii","npf_Phlox.longifolia","npf_Phlox.multiflora","npf_Phlox.viscida","npf_Physaria.acutifolia","npf_Picradeniopsis.oppositifolia","npf_Potentilla.arguta","npf_Potentilla.fissa","npf_Potentilla.glandulosa","npf_Potentilla.gracilis","npf_Potentilla.pensylvanica","npf_Prenanthes.racemosa","npf_Psoralea.argophylla","npf_Psoralidium.tenuiflorum","npf_Pulsatilla.patens","npf_Pyrrocoma.carthamoides","npf_Pyrrocoma.liatriformis","npf_Ratibida.columnifera","npf_Rudbeckia.laciniata","npf_Rumex.aquaticus","npf_Saxifraga.occidentalis","npf_Schoenocrambe.linifolia","npf_Scutellaria.angustifolia","npf_Sedum.lanceolatum","npf_Senecio.integerrimus","npf_Senecio.serra","npf_Sidalcea.oregana","npf_Silene.drummondii","npf_Silene.oregana","npf_Silene.scouleri","npf_Sisyrinchium.idahoense","npf_Solidago.altissima","npf_Solidago.missouriensis","npf_Sphaeralcea.coccinea","npf_Stellaria.crispa","npf_Swertia.perennis","npf_Symphotrichum.ciliatum","npf_Symphyotrichum.campestre","npf_Symphyotrichum.ericoides","npf_Symphyotrichum.falcatum","npf_Thalictrum.venulosum","npf_Townsendia.incana","npf_Toxicoscordion.venenosum","npf_Trifolium.gymnocarpon","npf_Trifolium.parryi","npf_Trifolium.plumosum","npf_Triteleia.grandiflora","npf_Utricularia.macrorhiza","npf_Vicia.americana","npf_Viola.nuttallii","npf_Viola.purpurea","npf_Wyethia.amplexicaulis","nps_Yucca.glauca","npf_Zigadenus.paniculatus","npf_Zigadenus.venenosus","npg_Achnatherum.hymenoides","npg_Achnatherum.nelsonii","npg_Achnatherum.thurberianum","npg_Aristida.purpurea","npg_Bouteloua.curtipendula","npg_Bouteloua.dactyloides","npg_Bouteloua.gracilis","npg_Bromus.carinatus","npg_Bromus.marginatus","npg_Calamagrostis.montanensis","npg_Carex.cusickii","npg_Carex.douglasii","npg_Carex.duriuscula","npg_Carex.filifolia","npg_Carex.garberi","npg_Carex.geyeri","npg_Carex.inops","npg_Carex.leptalea","npg_Carex.phaeocephala","npg_Carex.praticola","npg_Danthonia.californica.1","npg_Danthonia.intermedia","npg_Danthonia.unispicata","npg_Elymus.albicans","npg_Elymus.elymoides","npg_Elymus.glaucus","npg_Elymus.lanceolatus","npg_Elymus.trachycaulus","npg_Festuca.campestris","npg_Festuca.idahoensis","npg_Hesperostipa.comata","npg_Hordeum.jubatum","npf_Iva.axillaris","npg_Juncus.arcticus","npg_Koeleria.macrantha","npg_Leymus.cinereus","npg_Melica.bulbosa","npg_Muhlenbergia.glomerata","npg_Muhlenbergia.richardsonis","npg_Nassella.viridula","npg_Pascopyrum.smithii","npg_Phleum.alpinum","npg_Poa.fendleriana","npg_Poa.nemoralis","npg_Poa.secunda","npg_Pseudoroegneria.spicata","npg_Schedonnardus.paniculatus","npg_Sporobolus.airoides","npg_Sporobolus.cryptandrus","npg_Stipa.comata","npg_Stipa.viridula","npg_Trisetum.spicatum","nps_Acer.glabrum","nps_Amelanchier.alnifolia","nps_Artemisia.arbuscula","nps_Artemisia.cana","nps_Artemisia.frigida","nps_Artemisia.tridentata","nps_Artemisia.tripartita","nps_Atriplex.canescens","nps_Atriplex.gardneri","nps_Ceanothus.velutinus","nps_Chrysothamnus.viscidiflorus","nps_Crataegus.douglasii","nps_Crataegus.mollis","nps_Dasiphora.fruiticosa","nps_Ericameria.nauseosa","nps_Escobaria.missouriensis","nps_Escobaria.vivipara","nps_Juniperus.horizontalis","nps_Juniperus.scopulorum","nps_Krascheninnikovia.lanata","nps_Mahonia.repens","nps_Opunthia.fragilis","nps_Opuntia.polyacantha","nps_Pediocactus.simpsonii","nps_Penstemon.watsonii","nps_Physocarpus.malvaceus","nps_Pinus.ponderosa","nps_Prunus.emarginata","nps_Prunus.virginiana","nps_Purshia.tridentata","nps_Rhus.aromatica","nps_Rhus.trilobata","nps_Ribes.aureum","nps_Ribes.cereum","nps_Rosa.woodsii","nps_Rubus.idaeus","nps_Sarcobatus.vermiculatus","nps_Spiraea.betulifolia","nps_Symphoricarpos.albus","nps_Symphoricarpos.areothilus","nps_Tetradymia.canescens","nps_Tetradymia.spinosa","nps_Pseudotsuga.menziesii","ipf_Linum.perenne","gen_Agoseris.spp","gen_Alyssum.spp","gen_Amsinckia.spp","gen_Antenniaria.spp","gen_Arabis.spp","gen_Arenaria.spp","gen_Asclepias.spp","gen_Astragalus.spp","gen_Atriplex.spp","gen_Balsamorhiza.spp","gen_Bromus.spp","gen_Calochortus.spp","gen_Carex.spp","gen_Cerastium.spp","gen_Chenopodium.spp","gen_Chrysothamnus.spp","gen_Cirsium.spp","gen_Crepis.spp","gen_Cryptantha.spp","gen_Cymopterus.spp","gen_Danthonia.spp","gen_Delphinium.spp","gen_Descurainia.spp","gen_Draba.sps","gen_Eleocharis.spp","gen_Epilobium.spp","gen_Erigeron.spp","gen_Eriogonum.spp","gen_Fragaria.spp","gen_Gayophytum.spp","gen_Geranium.spp","gen_Glandularia.spp","gen_Gnaphalium.spp","gen_Grindelia.spp","gen_Haploesthes.spp","gen_Helianthus.spp","gen_Hieracium.spp","gen_Lactuca.spp","gen_Lomatium.spp","gen_Lupinus.spp","gen_Machaeranthera.spp","gen_Madia.spp","gen_Maianthemum.spp","gen_Nothocalais.spp","gen_Oenothera.spp","gen_Opunthia.spp","gen_Orthocarpus.spp","gen_Oxytropis.spp","gen_Pediomelum.spp","gen_Penstemon.spp","gen_Phlox.spp","gen_Plantago.spp","gen_Poa.spp","gen_Polygonum.spp","gen_Potentilla.spp","gen_Psoralidium.spp","gen_Ranunculus.spp","gen_Selaginella.spp","gen_Senecio.spp","gen_Symphyotrichum.spp","gen_Thermopsis.spp","gen_Trifolium.spp","gen_Vaccinium.spp","gen_Vicia.spp","gen_Viola.spp","gen_Zigadenus.spp","Shannon_nat"
"1","bacher_creek_1_ctrl_one_yr","bacher_creek",44.836,-117.424,"OR","Western Cordillera",910.43,183.75,0.03,1,16.16,503.58,1.46,8.81,16.16,8.95,5.66,79.68,33.91,32.96,7.22,0.02,0.06,1.29,33.12,25.63,10.45,107,"ctrl","no","no",0,0,"one_yr","no",10,1.85886330095374,0.807701460248783,5.20024749690629,0.807294074216674,6.41643906440172,43,13.8,0.6,10.6,26.2,0,0,1.2,0,0,0.6,0,3.8,1.8,37.4,1,1,4,0,0,2,0,0,1,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,13,4.2,4.2,0,0,0,0,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56071040904141
"2","bacher_creek_2_ctrl_one_yr","bacher_creek",44.836,-117.424,"OR","Western Cordillera",910.43,183.75,0.03,1,16.16,503.58,1.46,8.81,16.16,8.95,5.66,79.68,33.91,32.96,7.22,0.02,0.06,1.29,33.12,25.63,10.45,107,"ctrl","no","no",0,0,"one_yr","no",7,1.4838863046514,0.724189995297146,3.6256842860989,0.762566712225529,4.41005122329705,26.6,22.8,8.8,4.4,17,0,0,1.8,0.6,0,0,0,7.6,2.4,30.2,1,1,1,0,0,2,1,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49417513828931
"3","bacher_creek_3_ctrl_one_yr","bacher_creek",44.836,-117.424,"OR","Western Cordillera",910.43,183.75,0.03,1,16.16,503.58,1.46,8.81,16.16,8.95,5.66,79.68,33.91,32.96,7.22,0.02,0.06,1.29,33.12,25.63,10.45,107,"ctrl","no","no",0,0,"one_yr","no",7,1.72251442800502,0.784157218442933,4.63300182098333,0.885197309259761,5.5985880275138,19,17.6,4.8,0,38,0,0,8.8,0,0,0,0,11.4,8.8,42.8,1,0,3,0,0,2,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,3.8,0,0,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0350574949524
