Plot,iaf_cov,ipf_cov,iag_cov,ipg_cov,ips_cov,naf_cov,npf_cov,nag_cov,npg_cov,nps_cov,gen_cov
prairiedog_101_ctrl_one_yr,1.5,5,41.5,0,0,1.5,14.5,0,35,1.5,0
prairiedog_203_ctrl_one_yr,0,5,41.5,0,0,1.5,16,0,39.5,1.5,1.5
prairiedog_205_ctrl_one_yr,0,11.5,1.5,0,0,0,26,0,38,0,1.5
prairiedog_301_ctrl_one_yr,0,1.5,41.5,0,0,0,21,0,26,0,5
prairiedog_310_ctrl_one_yr,1.5,11.5,4.5,0,0,0,14.5,0,51.5,1.5,10
prairiedog_402_ctrl_one_yr,0,10,0,0,0,0,27.5,0,53,1.5,1.5
prairiedog_411_ctrl_one_yr,1.5,5,1.5,0,0,0,21.5,0,16,3,1.5
Preacher_Creek_unburned_one_yr_1,0.09375,0.87513,2,0,0,0.75,3.87519,0,23.31268,15.34375,0
Preacher_Creek_unburned_one_yr_2,0.125,0.18763,2.25,0,0,0.9375,9.5315,0,22.18769,20.00006,0.0625
Preacher_Creek_unburned_one_yr_3,0.06256,0.75006,5.81256,0.3125,0,1.53125,7.31294,0,19.31275,22.0625,0.0625
Preacher_Creek_unburned_one_yr_4,2.5625,0.8125,0.93756,0,0,1.8125,6.96905,0,20.68769,25.0625,0.09381
Preacher_Creek_unburned_one_yr_5,0.40625,0.31263,1.62506,0.62506,0,0.75,6.84426,0,20.43788,20.40625,0.09375
Red_Bluff_1_ctrl_one_yr,6.07,0.14,16.93,0.21,0,0.35,4.7,0,9.79,0.29,1.43
Red_Bluff_2_ctrl_one_yr,5.43,0,7.86,0.35,0,0.28,2.56,0.14,11.71,0.43,4.36
Red_Bluff_3_ctrl_one_yr,8,0.07,11.21,1.71,0,0.35,3.92,0,17.85,0.07,2.36
Red_Bluff_climate_1_ctrl_one_yr,7,0,11,0,0,0,3,0,16,0,0
Red_Bluff_climate_113_ctrl_one_yr,3,0,4,0,0,0,25.1,0,23,6,0
Red_Bluff_climate_114_ctrl_one_yr,4,0,2,0,0,0,1,0,23,5,0
Red_Bluff_climate_117_ctrl_one_yr,3,0,1,0,0,0,2.5,0,16,0,0
Red_Bluff_climate_17_ctrl_one_yr,10,1,7,0,0,0,18.5,0,32,0.5,0
Red_Bluff_climate_22_ctrl_one_yr,4,0,0.1,0,0,0,8.1,0,30.1,5,0
Red_Bluff_climate_23_ctrl_one_yr,4,0,3,0,0,0.1,6.1,0,35.1,13,0
Red_Bluff_climate_24_ctrl_one_yr,6,1,7,0,0,0.1,12.1,0,18,0,0
Red_Bluff_climate_3_ctrl_one_yr,6.5,0,14,0,0,0,31.5,0,19,7,0
Red_Bluff_climate_35_ctrl_one_yr,3.5,0,45,0,0,0,9.5,0,8,0,0
Red_Bluff_climate_38_ctrl_one_yr,6,0,20,0,0,0,29,0,7,2,0
Red_Bluff_climate_58_ctrl_one_yr,2.1,0,2,0,0,0,2,0,26.1,1,0.1
Red_Bluff_climate_62_ctrl_one_yr,4.5,0,50,0,0,0,6,0,22,0,0
Red_Bluff_climate_63_ctrl_one_yr,10.5,0.5,5,0,0,1,4.5,0,26,3.5,0
Red_Bluff_climate_64_ctrl_one_yr,12,0,8,0,0,0,10.1,0,18.1,10,4
Red_Bluff_climate_69_ctrl_one_yr,9,0,1,0,0,0,16,0,17,0.1,2
Red_Bluff_climate_73_ctrl_one_yr,6,0,13,0,0,0,1,0,24.5,0,0.5
Red_Bluff_climate_74_ctrl_one_yr,5,0,45,0,0,0,5.5,0,24,1,0
Red_Bluff_climate_80_ctrl_one_yr,9,0,4,0,0,0,10.5,0,17,0,22
Red_Bluff_climate_82_ctrl_one_yr,7,0,21,0,0,0,5,0,9,0,4
Red_Bluff_climate_89_ctrl_one_yr,12.5,0,3,0,0,0,6.5,0,19.5,1,0
Red_Bluff_climate_92_ctrl_one_yr,12,0,50,0,0,0,4,0,24,2,0
Red_Bluff_unburned_one_yr_1,2.09406,0.96881,1.96881,0.375,0,0.25013,5.31429,0,22.21977,1.1565,0
Red_Bluff_unburned_one_yr_2,2.50031,0.75019,5.37506,0.1875,0,0.09381,6.75133,0,21.3445,0.93788,0
Red_Bluff_unburned_one_yr_3,0.844,0.87506,0.81263,0,0,0.25,5.59565,0,26.31293,0.81275,0
Red_Bluff_unburned_one_yr_4,0.54224,8.00E-05,2.87508,0.33333,0,0.00024,4.04348,0,23.79192,0.334,0
Red_Bluff_unburned_one_yr_5,0.33399,8.00E-05,1.83342,0.41667,0,0.00016,4.62697,0,24.12583,0.45883,0
reeds_grove_1_ctrl_one_yr,4.2,0,18,3.6,0,0.6,0,0,0.6,3,7.6
reeds_grove_2_ctrl_one_yr,8.2,0,35.4,4.2,0,5,0.6,0,0,7.6,7.6
reeds_grove_3_ctrl_one_yr,7.4,0,34.8,1.2,0,0.6,0,0,0,25.2,0
reeds_grove_lower_1_ctrl_one_yr,0,0,21.2,3,0,3,12.6,0,0,7.6,17
reeds_grove_lower_2_ctrl_one_yr,7.4,0.6,11.4,0,0,0.6,3.8,0,0,32.8,0
reeds_grove_lower_3_ctrl_one_yr,0,0,12.6,1.2,0,0,40.4,0,3.8,7.6,0
Rinker_Rock_1_near_one_yr_ctrl,1.2,0.6,1.8,0,0,1.8,12.4,0,0,40.8,0
Rinker_Rock_1_near_one_yr_ctrl,1.2,0.6,1.8,0,0,1.8,12.4,0,0,40.8,0
Rinker_Rock_2_far_one_yr_ctrl,4.8,0,20.2,0,0,3.6,48.2,0,0,34.8,0
Rinker_Rock_2_far_one_yr_ctrl,4.8,0,20.2,0,0,3.6,48.2,0,0,34.8,0
Rinker_Rock_201_near_one_yr_ctrl,0.6,0,11.8,0,0,1.8,19.8,0,0.6,46.6,3
Rinker_Rock_201_near_one_yr_ctrl,0.6,0,11.8,0,0,1.8,19.8,0,0.6,46.6,3
Rinker_Rock_202_far_one_yr_ctrl,0.6,0,6.2,0,0,0.6,22.8,0,2.4,70,0.6
Rinker_Rock_202_far_one_yr_ctrl,0.6,0,6.2,0,0,0.6,22.8,0,2.4,70,0.6
Rinker_Rock_203_near_one_yr_ctrl,0.6,0,17.8,0,0,2.4,11.8,0,6.2,34.6,0.6
Rinker_Rock_203_near_one_yr_ctrl,0.6,0,17.8,0,0,2.4,11.8,0,6.2,34.6,0.6
Rinker_Rock_204_far_one_yr_ctrl,0,0,4.8,0,0,0.6,2.4,0,9,47.4,7.6
Rinker_Rock_204_far_one_yr_ctrl,0,0,4.8,0,0,0.6,2.4,0,9,47.4,7.6
Rinker_Rock_205_near_one_yr_ctrl,0.6,0,6.2,0,0,1.2,16.8,0,19.4,33.4,3.8
Rinker_Rock_205_near_one_yr_ctrl,0.6,0,6.2,0,0,1.2,16.8,0,19.4,33.4,3.8
Rinker_Rock_206_far_one_yr_ctrl,1.2,0,2.4,0,0,0,16.8,0,25.2,18.8,3.6
Rinker_Rock_206_far_one_yr_ctrl,1.2,0,2.4,0,0,0,16.8,0,25.2,18.8,3.6
Rinker_Rock_3_near_one_yr_ctrl,0.6,0,3.6,0,0,1.8,1.2,0,3.6,74.4,5.6
Rinker_Rock_3_near_one_yr_ctrl,0.6,0,3.6,0,0,1.8,1.2,0,3.6,74.4,5.6
Rinker_Rock_4_far_one_yr_ctrl,2.4,0,16,0,0,3,6.2,0,0,28.4,0
Rinker_Rock_4_far_one_yr_ctrl,2.4,0,16,0,0,3,6.2,0,0,28.4,0
Rinker_Rock_401_near_one_yr_ctrl,0.6,0,24.8,0,0,9.4,1.8,0,0.6,49.2,0.6
Rinker_Rock_401_near_one_yr_ctrl,0.6,0,24.8,0,0,9.4,1.8,0,0.6,49.2,0.6
Rinker_Rock_402_far_one_yr_ctrl,6,0,22.4,0,0,0.6,25.4,0,3.6,35.2,0
Rinker_Rock_402_far_one_yr_ctrl,6,0,22.4,0,0,0.6,25.4,0,3.6,35.2,0
Rinker_Rock_403_near_one_yr_ctrl,3,0,9.6,0,0,3,18.8,0,9.2,34.6,0
Rinker_Rock_403_near_one_yr_ctrl,3,0,9.6,0,0,3,18.8,0,9.2,34.6,0
Rinker_Rock_404_far_one_yr_ctrl,0.6,0,2.4,0,0,0,6.8,0,1.8,48.6,1.2
Rinker_Rock_404_far_one_yr_ctrl,0.6,0,2.4,0,0,0,6.8,0,1.8,48.6,1.2
Rinker_Rock_405_near_one_yr_ctrl,0.6,0,32.4,0,0,0,59,0,2.4,37.2,0
Rinker_Rock_405_near_one_yr_ctrl,0.6,0,32.4,0,0,0,59,0,2.4,37.2,0
Rinker_Rock_406_far_one_yr_ctrl,0.6,0,32.4,0,0,0,59,0,2.4,37.2,0
Rinker_Rock_406_far_one_yr_ctrl,0.6,0,32.4,0,0,0,59,0,2.4,37.2,0
Rinker_Rock_5_near_one_yr_ctrl,2.4,0,16,0,0,3,6.2,0,0,28.4,0
Rinker_Rock_5_near_one_yr_ctrl,2.4,0,16,0,0,3,6.2,0,0,28.4,0
Rinker_Rock_6_far_one_yr_ctrl,0.6,0,2.4,0,0,0,12.4,0,25.2,39.2,0
Rinker_Rock_6_far_one_yr_ctrl,0.6,0,2.4,0,0,0,12.4,0,25.2,39.2,0
Rinker_Rock_601_near_one_yr_ctrl,1.8,0,5.4,0,0,3,10,0,10.6,24,1.2
Rinker_Rock_601_near_one_yr_ctrl,1.8,0,5.4,0,0,3,10,0,10.6,24,1.2
Rinker_Rock_602_far_one_yr_ctrl,3.8,0,5.4,0,0,3,5.6,0,0,36.6,0
Rinker_Rock_602_far_one_yr_ctrl,3.8,0,5.4,0,0,3,5.6,0,0,36.6,0
Rinker_Rock_603_near_one_yr_ctrl,4.8,0,13.8,0,0,7.8,23.2,0,7.6,0,3
Rinker_Rock_603_near_one_yr_ctrl,4.8,0,13.8,0,0,7.8,23.2,0,7.6,0,3
Rinker_Rock_604_far_one_yr_ctrl,1.2,2.4,0,0,0,6.2,57.4,0,0,0,3
Rinker_Rock_604_far_one_yr_ctrl,1.2,2.4,0,0,0,6.2,57.4,0,0,0,3
Rinker_Rock_605_near_one_yr_ctrl,9.4,6.2,32,0,0,3.6,3.6,0,0,0,1.8
Rinker_Rock_605_near_one_yr_ctrl,9.4,6.2,32,0,0,3.6,3.6,0,0,0,1.8
Rinker_Rock_606_far_one_yr_ctrl,4.2,17.4,22,0,0,4.2,41.4,0,0,0,0
Rinker_Rock_606_far_one_yr_ctrl,4.2,17.4,22,0,0,4.2,41.4,0,0,0,0
Rinker_Rock_607_near_one_yr_ctrl,0,0,5,0,0,7.2,16.8,0,29.6,38.4,0.6
Rinker_Rock_607_near_one_yr_ctrl,0,0,5,0,0,7.2,16.8,0,29.6,38.4,0.6
Rinker_Rock_608_far_one_yr_ctrl,0,0,0,0,0,0,11.8,0,41,38.6,0
Rinker_Rock_608_far_one_yr_ctrl,0,0,0,0,0,0,11.8,0,41,38.6,0
Rinker_Rock_7_near_one_yr_ctrl,0,0,10,0,0,3,4.2,0,13.6,33.4,0
Rinker_Rock_7_near_one_yr_ctrl,0,0,10,0,0,3,4.2,0,13.6,33.4,0
Rinker_Rock_8_far_one_yr_ctrl,0,1.8,34.6,0,0,8.6,1.8,0,5,81.4,0
Rinker_Rock_8_far_one_yr_ctrl,0,1.8,34.6,0,0,8.6,1.8,0,5,81.4,0
Rocky_Hill_LIDA_ctrl_one_yr_1,0,3.195,0.015,3.79,0,0.005,1.43,0,7.545,0.05,1.275
Rocky_Hill_LIDA_ctrl_one_yr_2,0,4.95,0.02,2.68,0,1,2.135,0,11.32,0.3,6.46
Rocky_Hill_LIDA_ctrl_one_yr_3,0,3.91,0.1,6.2,0,0,7.88,0,15.15,0.805,3.455
Saratoga_193_ctrl_one_yr,0.83,0,0,0,0,0,9.16,0,66.67,5,0
Saratoga_196_ctrl_one_yr,0,0,0,0,0,1.67,20.81,0,60.82,0,0
Saratoga_199_ctrl_one_yr,0,6.67,0,0,0,0,63.33,0,46.66,1.67,0
Saratoga_222_ctrl_one_yr,0,0.83,5.83,0,0,3.33,5.82,0,42.49,5.83,0
Saratoga_225_ctrl_one_yr,0,0,0.83,0,0,4.16,22.48,0,36.66,0,0
Saratoga_240_ctrl_one_yr,0.83,0,42.5,0,0,0,0.83,0,1.66,15.83,0
Saratoga_250_ctrl_one_yr,0,0,1.67,0,0,1.66,14.99,0,44.16,0.83,0
Saratoga_253_ctrl_one_yr,0,0,26.67,0.83,0,1.67,0.83,0,40.83,6.66,0
Saratoga_268_ctrl_one_yr,30,0,13.33,0,0,0,9.16,0,15.83,5.83,0
Saratoga_271_ctrl_one_yr,0,0,18.33,0,0,5,7.5,0,30.84,0,0
Saratoga_277_ctrl_one_yr,5,0,15,0,0,10,19.16,0,22.5,0.83,0
Saratoga_286_ctrl_one_yr,0,0,45.83,0,0,6.67,0,0,9.16,19.17,0
Saratoga_289_ctrl_one_yr,0,0,30,0,0,2.5,0.83,0,5.83,16.66,0
Saratoga_301_ctrl_one_yr,22.5,0,22.5,0,0,3.34,9.99,0,17.5,0.83,0
Saratoga_325_ctrl_one_yr,23.33,0,18.33,0,0,3.34,15,0,8.33,6.67,0
Saratoga_328_ctrl_one_yr,10.83,0,38.33,0,0,2.5,12.49,0,11.66,5,0
Saratoga_343_ctrl_one_yr,10.83,0,30,0,0,0,9.16,0,22.5,0.83,0
Saratoga_346_ctrl_one_yr,0,0,30,0,0,2.5,0,0,3.34,18.33,0
Saratoga_355_ctrl_one_yr,0,0,46.67,0,0,0.83,2.5,0,9.16,17.5,0
Saratoga_373_ctrl_one_yr,1.67,0,10,0,0,4.17,14.99,0,11.66,5,0
Saratoga_376_ctrl_one_yr,0,0.83,45.83,0,0,2.5,0,0,5.83,19.17,0
Sas_1_ctrl_one_yr,0.28,2.36,23.86,37.71,0,0,0.14,0,2.5,0,0
Sas_2_ctrl_one_yr,0.99,4.43,48.36,7.35,0,0,5.57,0,9.5,0.86,0
Sas_3_ctrl_one_yr,1.64,3.08,33.64,7.29,0,0,6.71,0,14.93,0,0
schwenkfelder_1_ctrl_one_yr,0.6,0,36.2,1.2,0,4.8,1.2,0,0,1.8,26.8
schwenkfelder_2_ctrl_one_yr,0.6,0,16,3,0,2.4,0,0,0,7.6,12
schwenkfelder_3_ctrl_one_yr,0,0,12.2,5.4,0,3.6,4.8,0,3.8,0,4.8
Sheridan_613_ctrl_one_yr,0.83,0,4.17,0,0,2.49,1.66,0,5,0,0
Sheridan_619_ctrl_one_yr,3.33,10.83,6.67,0,0,2.5,5,0,10.83,0,0
Sheridan_631_ctrl_one_yr,5.83,3.33,10,0.83,0,18.33,3.33,0,18.33,0,0
Sheridan_637_ctrl_one_yr,0.83,0.83,5,0,0,0.83,8.34,0,17.5,1.66,0
Sheridan_648_ctrl_one_yr,4.17,0.83,4.17,0,0,0,4.99,0,35,0,0
Sheridan_655_ctrl_one_yr,8.33,4.17,19.17,0,0,7.5,0.83,0,15.83,0,0
Sheridan_667_ctrl_one_yr,6.66,0,13.34,0,0,1.66,4.16,0,18.33,0,0
Sheridan_676_ctrl_one_yr,2.5,6.66,10.84,0,0,7.49,5.82,0,10.83,0,0
Sheridan_679_ctrl_one_yr,7.5,15.83,5.84,0,0,8.34,4.99,0,27.5,0,0
Sheridan_688_ctrl_one_yr,2.5,1.66,5.84,0.83,0,3.33,0,0,45.83,0,0
Sheridan_691_ctrl_one_yr,0,0,4.17,0,0,0,5.82,0,6.67,10,0
Sheridan_700_ctrl_one_yr,4.17,0.83,4.17,0,0,0,3.33,0,2.5,0,0
Sheridan_709_ctrl_one_yr,4.99,2.5,19.17,0.83,0,15,5.83,0,3.33,0,0
Sheridan_721_ctrl_one_yr,3.32,5,5.83,0,0,9.99,8.33,0,30,0,0
Sheridan_727_ctrl_one_yr,5.83,0,4.17,0,0,0,0,0,15,0,0
Sheridan_739_ctrl_one_yr,10,0.83,31.66,0,0,6.66,3.33,0,2.5,0,0
Sheridan_751_ctrl_one_yr,10,0,7.5,0.83,0,10.83,3.33,2.5,39.16,0,0
Sheridan_772_ctrl_one_yr,4.16,1.67,38.33,0,0,0.83,0.83,0,2.5,0,0
sparta_1_ctrl_one_yr,1.2,0.6,26.2,0.6,0,4.8,1.8,0,0,7.6,0
sparta_2_ctrl_one_yr,4.2,4.2,34.4,0,0,5.4,0,0,0,0,0.6
sparta_3_ctrl_one_yr,10,13.6,16.8,0,0,15,0,0,0,7.6,1.2
spring_creek_5G1__ctrl_one_yr,1.17,0,11.83,3.67,0,0.91,0.17,0,15.83,0,0
spring_creek_5G2__ctrl_one_yr,0.91,0,12.41,0,0,5.33,0,0,14,0.17,3.67
spring_creek_6E1__ctrl_one_yr,4.5,0.16,3.85,0,0,19.33,0,0,2.08,0.58,0.08
spring_creek_6E2__ctrl_one_yr,5.95,0.08,3.44,0,0,14.58,0,0,0.42,0,0.01
spring_creek_6E3__ctrl_one_yr,7.28,0.17,0.08,0,0,21.08,0,0,1.67,0,0
spring_creek_7E1__ctrl_one_yr,0.5,0.08,62.92,0,0,3.08,0.08,0,2.67,0,0
Strawberry_Lookout_LIDA_ctrl_one_yr_1,0,0.32,0.22,3.805,0,0.115,1.995,0,8.45,0.02,0.26
Strawberry_Lookout_LIDA_ctrl_one_yr_2,0,1.37,0.13,2.605,0,0,2.06,0,17.275,0.7,0.305
Top_2_ctrl_one_yr,0,21.5,0,0,0,0,0.5,0,17.5,0,0
whiskey_hill_1_ctrl_one_yr,0,0,51.8,0,0,0,3.8,0,6.2,2.4,0.6
whiskey_hill_2_ctrl_one_yr,0,0,31,0,0,0,0,0,4.2,4.4,0
whiskey_hill_3_ctrl_one_yr,0,0,26,0,0,2.4,5.6,0,15.6,7.6,0
wolf_101_ctrl_one_yr,1.5,8,41.5,3,0,0,13,0,33,1.5,1.5
wolf_203_ctrl_one_yr,1.5,6,31.5,1.5,0,0,16,0,25,1.5,1.5
wolf_301_ctrl_one_yr,1.5,3,41.5,0,0,0,6,0,40,1.5,0
wolf_411_ctrl_one_yr,3,4.5,50,1.5,0,0,6,0,36.5,1.5,1.5
