Year,ID,Loc,Block,Border,Row,Tree,Fam,SUR,GLD,HT,DBH,CHT
Initial,20212,HF,1,0,2,12,AGH2,0,3.77,0.39,NA,NA
Initial,20213,HF,1,0,2,13,AGH2,0,5.57,0.43,NA,NA
Initial,20214,HF,1,0,2,14,AGH2,0,4.63,0.38,NA,NA
Initial,20312,HF,1,0,3,12,AGH2,0,7.45,0.53,NA,NA
Initial,20313,HF,1,0,3,13,AGH2,0,5.61,0.52,NA,NA
Initial,20314,HF,1,0,3,14,AGH2,0,6.79,0.46,NA,NA
Initial,20412,HF,1,0,4,12,AGH2,1,NA,NA,NA,NA
Initial,20413,HF,1,0,4,13,AGH2,0,5.46,0.33,NA,NA
Initial,20414,HF,1,0,4,14,AGH2,0,7.04,0.39,NA,NA
Initial,20707,HF,2,0,7,7,AGH2,0,6.38,0.38,NA,NA
Initial,20708,HF,2,0,7,8,AGH2,0,5.25,0.43,NA,NA
Initial,20709,HF,2,0,7,9,AGH2,0,5.4,0.36,NA,NA
Initial,20807,HF,2,0,8,7,AGH2,0,4.75,0.45,NA,NA
Initial,20808,HF,2,0,8,8,AGH2,0,2.58,0.35,NA,NA
Initial,20809,HF,2,0,8,9,AGH2,0,2.42,0.31,NA,NA
Initial,20907,HF,2,0,9,7,AGH2,0,6.82,0.56,NA,NA
Initial,20908,HF,2,0,9,8,AGH2,0,5.78,0.37,NA,NA
Initial,20909,HF,2,0,9,9,AGH2,0,5.82,0.43,NA,NA
Initial,21217,HF,3,0,12,17,AGH2,0,3.75,0.39,NA,NA
Initial,21218,HF,3,0,12,18,AGH2,0,5.41,0.38,NA,NA
Initial,21219,HF,3,0,12,19,AGH2,0,4.77,0.37,NA,NA
Initial,21317,HF,3,0,13,17,AGH2,0,7.14,0.55,NA,NA
Initial,21318,HF,3,0,13,18,AGH2,0,5.56,0.38,NA,NA
Initial,21319,HF,3,0,13,19,AGH2,0,4.17,0.45,NA,NA
Initial,21417,HF,3,0,14,17,AGH2,0,4.44,0.4,NA,NA
Initial,21418,HF,3,0,14,18,AGH2,0,4.11,0.31,NA,NA
Initial,21419,HF,3,0,14,19,AGH2,0,6.93,0.47,NA,NA
Initial,21722,HF,4,0,17,22,AGH2,0,8.26,0.53,NA,NA
Initial,21723,HF,4,0,17,23,AGH2,0,6.11,0.42,NA,NA
Initial,21724,HF,4,0,17,24,AGH2,0,7.12,0.42,NA,NA
Initial,21822,HF,4,0,18,22,AGH2,0,4.64,0.36,NA,NA
Initial,21823,HF,4,0,18,23,AGH2,0,5.37,0.54,NA,NA
Initial,21824,HF,4,0,18,24,AGH2,0,4.58,0.52,NA,NA
Initial,21922,HF,4,0,19,22,AGH2,0,5.07,0.5,NA,NA
Initial,21923,HF,4,0,19,23,AGH2,0,4.86,0.45,NA,NA
Initial,21924,HF,4,0,19,24,AGH2,0,6.59,0.34,NA,NA
Initial,20207,HF,1,0,2,7,AGH25,0,5.87,0.37,NA,NA
Initial,20208,HF,1,0,2,8,AGH25,0,5.61,0.42,NA,NA
Initial,20209,HF,1,0,2,9,AGH25,0,5.51,0.38,NA,NA
Initial,20307,HF,1,0,3,7,AGH25,0,5.31,0.36,NA,NA
Initial,20308,HF,1,0,3,8,AGH25,0,4.27,0.38,NA,NA
Initial,20309,HF,1,0,3,9,AGH25,0,3.05,0.38,NA,NA
Initial,20407,HF,1,0,4,7,AGH25,0,6.07,0.41,NA,NA
Initial,20408,HF,1,0,4,8,AGH25,0,5.68,0.32,NA,NA
Initial,20409,HF,1,0,4,9,AGH25,0,4.77,0.34,NA,NA
Initial,20712,HF,2,0,7,12,AGH25,0,4.03,0.37,NA,NA
Initial,20713,HF,2,0,7,13,AGH25,0,4.73,0.47,NA,NA
Initial,20714,HF,2,0,7,14,AGH25,0,4.27,0.41,NA,NA
Initial,20812,HF,2,0,8,12,AGH25,0,2.8,0.33,NA,NA
Initial,20813,HF,2,0,8,13,AGH25,0,5.31,0.46,NA,NA
Initial,20814,HF,2,0,8,14,AGH25,0,5.95,0.34,NA,NA
Initial,20912,HF,2,0,9,12,AGH25,0,5.68,0.43,NA,NA
Initial,20913,HF,2,0,9,13,AGH25,0,4.72,0.45,NA,NA
Initial,20914,HF,2,0,9,14,AGH25,0,4.82,0.42,NA,NA
Initial,21227,HF,3,0,12,27,AGH25,0,5.01,0.39,NA,NA
Initial,21228,HF,3,0,12,28,AGH25,0,3.79,0.39,NA,NA
Initial,21229,HF,3,0,12,29,AGH25,0,4.35,0.49,NA,NA
Initial,21327,HF,3,0,13,27,AGH25,0,3.23,0.28,NA,NA
Initial,21328,HF,3,0,13,28,AGH25,0,5.23,0.37,NA,NA
Initial,21329,HF,3,0,13,29,AGH25,0,4.81,0.5,NA,NA
Initial,21427,HF,3,0,14,27,AGH25,0,4.46,0.41,NA,NA
Initial,21428,HF,3,0,14,28,AGH25,0,4.2,0.37,NA,NA
Initial,21429,HF,3,0,14,29,AGH25,0,4.37,0.41,NA,NA
Initial,21712,HF,4,0,17,12,AGH25,0,6.31,0.52,NA,NA
Initial,21713,HF,4,0,17,13,AGH25,0,3.22,0.35,NA,NA
Initial,21714,HF,4,0,17,14,AGH25,0,7.96,0.44,NA,NA
Initial,21812,HF,4,0,18,12,AGH25,0,5.37,0.47,NA,NA
Initial,21813,HF,4,0,18,13,AGH25,0,7.16,0.51,NA,NA
Initial,21814,HF,4,0,18,14,AGH25,0,6.27,0.5,NA,NA
Initial,21912,HF,4,0,19,12,AGH25,0,7.04,0.48,NA,NA
Initial,21913,HF,4,0,19,13,AGH25,0,6.3,0.56,NA,NA
Initial,21914,HF,4,0,19,14,AGH25,0,6.79,0.54,NA,NA
Initial,20222,HF,1,0,2,22,AGHS1,1,NA,NA,NA,NA
Initial,20223,HF,1,0,2,23,AGHS1,0,5.07,0.51,NA,NA
Initial,20224,HF,1,0,2,24,AGHS1,0,7.15,0.6,NA,NA
Initial,20322,HF,1,0,3,22,AGHS1,0,4.69,0.55,NA,NA
Initial,20323,HF,1,0,3,23,AGHS1,0,6.33,0.57,NA,NA
Initial,20324,HF,1,0,3,24,AGHS1,0,4.18,0.51,NA,NA
Initial,20422,HF,1,0,4,22,AGHS1,0,6.78,0.59,NA,NA
Initial,20423,HF,1,0,4,23,AGHS1,0,6.48,0.67,NA,NA
Initial,20424,HF,1,0,4,24,AGHS1,0,7.31,0.47,NA,NA
Initial,20717,HF,2,0,7,17,AGHS1,0,6.26,0.52,NA,NA
Initial,20718,HF,2,0,7,18,AGHS1,0,5.64,0.49,NA,NA
Initial,20719,HF,2,0,7,19,AGHS1,0,6.39,0.58,NA,NA
Initial,20817,HF,2,0,8,17,AGHS1,0,5.03,0.62,NA,NA
Initial,20818,HF,2,0,8,18,AGHS1,0,6.49,0.48,NA,NA
Initial,20819,HF,2,0,8,19,AGHS1,0,4.68,0.49,NA,NA
Initial,20917,HF,2,0,9,17,AGHS1,0,6.49,0.52,NA,NA
Initial,20918,HF,2,0,9,18,AGHS1,0,4.77,0.61,NA,NA
Initial,20919,HF,2,0,9,19,AGHS1,0,4.4,0.54,NA,NA
Initial,21202,HF,3,0,12,2,AGHS1,0,5.88,0.59,NA,NA
Initial,21203,HF,3,0,12,3,AGHS1,0,5.77,0.59,NA,NA
Initial,21204,HF,3,0,12,4,AGHS1,0,5.49,0.53,NA,NA
Initial,21302,HF,3,0,13,2,AGHS1,0,4.36,0.62,NA,NA
Initial,21303,HF,3,0,13,3,AGHS1,0,5.27,0.59,NA,NA
Initial,21304,HF,3,0,13,4,AGHS1,0,6.38,0.59,NA,NA
Initial,21402,HF,3,0,14,2,AGHS1,0,6.05,0.67,NA,NA
Initial,21403,HF,3,0,14,3,AGHS1,0,5.41,0.51,NA,NA
Initial,21404,HF,3,0,14,4,AGHS1,0,5.04,0.61,NA,NA
Initial,21727,HF,4,0,17,27,AGHS1,0,6,0.55,NA,NA
Initial,21728,HF,4,0,17,28,AGHS1,0,5.42,0.54,NA,NA
Initial,21729,HF,4,0,17,29,AGHS1,0,7.32,0.62,NA,NA
Initial,21827,HF,4,0,18,27,AGHS1,0,5.58,0.52,NA,NA
Initial,21828,HF,4,0,18,28,AGHS1,0,5.72,0.62,NA,NA
Initial,21829,HF,4,0,18,29,AGHS1,0,5.23,0.59,NA,NA
Initial,21927,HF,4,0,19,27,AGHS1,0,4.98,0.52,NA,NA
Initial,21928,HF,4,0,19,28,AGHS1,0,4.64,0.54,NA,NA
Initial,21929,HF,4,0,19,29,AGHS1,0,5.65,0.7,NA,NA
Initial,20217,HF,1,0,2,17,AGHS2,1,NA,NA,NA,NA
Initial,20218,HF,1,0,2,18,AGHS2,0,5.15,0.49,NA,NA
Initial,20219,HF,1,0,2,19,AGHS2,0,5.36,0.53,NA,NA
Initial,20317,HF,1,0,3,17,AGHS2,0,5.1,0.45,NA,NA
Initial,20318,HF,1,0,3,18,AGHS2,0,4.56,0.45,NA,NA
Initial,20319,HF,1,0,3,19,AGHS2,0,5.36,0.49,NA,NA
Initial,20417,HF,1,0,4,17,AGHS2,0,4.7,0.44,NA,NA
Initial,20418,HF,1,0,4,18,AGHS2,0,3.97,0.45,NA,NA
Initial,20419,HF,1,0,4,19,AGHS2,0,4.88,0.44,NA,NA
Initial,20722,HF,2,0,7,22,AGHS2,0,5.31,0.52,NA,NA
Initial,20723,HF,2,0,7,23,AGHS2,0,4.8,0.46,NA,NA
Initial,20724,HF,2,0,7,24,AGHS2,0,5.54,0.47,NA,NA
Initial,20822,HF,2,0,8,22,AGHS2,0,4.8,0.49,NA,NA
Initial,20823,HF,2,0,8,23,AGHS2,0,6.12,0.43,NA,NA
Initial,20824,HF,2,0,8,24,AGHS2,0,3.85,0.48,NA,NA
Initial,20922,HF,2,0,9,22,AGHS2,0,4.18,0.49,NA,NA
Initial,20923,HF,2,0,9,23,AGHS2,0,4.26,0.43,NA,NA
Initial,20924,HF,2,0,9,24,AGHS2,0,4.37,0.42,NA,NA
Initial,21212,HF,3,0,12,12,AGHS2,0,4.81,0.43,NA,NA
Initial,21213,HF,3,0,12,13,AGHS2,0,4.51,0.46,NA,NA
Initial,21214,HF,3,0,12,14,AGHS2,0,3.71,0.46,NA,NA
Initial,21312,HF,3,0,13,12,AGHS2,0,5.14,0.45,NA,NA
Initial,21313,HF,3,0,13,13,AGHS2,0,3.99,0.4,NA,NA
Initial,21314,HF,3,0,13,14,AGHS2,0,4.76,0.46,NA,NA
Initial,21412,HF,3,0,14,12,AGHS2,0,3.72,0.4,NA,NA
Initial,21413,HF,3,0,14,13,AGHS2,0,4.5,0.465,NA,NA
Initial,21414,HF,3,0,14,14,AGHS2,0,5.28,0.45,NA,NA
Initial,21702,HF,4,0,17,2,AGHS2,0,6.04,0.52,NA,NA
Initial,21703,HF,4,0,17,3,AGHS2,0,5.18,0.5,NA,NA
Initial,21704,HF,4,0,17,4,AGHS2,0,5.61,0.53,NA,NA
Initial,21802,HF,4,0,18,2,AGHS2,0,5.3,0.49,NA,NA
Initial,21803,HF,4,0,18,3,AGHS2,0,6.12,0.42,NA,NA
Initial,21804,HF,4,0,18,4,AGHS2,0,5.05,0.49,NA,NA
Initial,21902,HF,4,0,19,2,AGHS2,0,4.88,0.45,NA,NA
Initial,21903,HF,4,0,19,3,AGHS2,0,5.23,0.53,NA,NA
Initial,21904,HF,4,0,19,4,AGHS2,0,4.35,0.49,NA,NA
Initial,20202,HF,1,0,2,2,AGHS3,0,5.61,0.6,NA,NA
Initial,20203,HF,1,0,2,3,AGHS3,0,6.12,0.56,NA,NA
Initial,20204,HF,1,0,2,4,AGHS3,0,6.16,0.56,NA,NA
Initial,20302,HF,1,0,3,2,AGHS3,0,4.35,0.44,NA,NA
Initial,20303,HF,1,0,3,3,AGHS3,0,6.94,0.53,NA,NA
Initial,20304,HF,1,0,3,4,AGHS3,0,5.56,0.42,NA,NA
Initial,20402,HF,1,0,4,2,AGHS3,0,5.01,0.5,NA,NA
Initial,20403,HF,1,0,4,3,AGHS3,0,4.3,0.56,NA,NA
Initial,20404,HF,1,0,4,4,AGHS3,0,4.96,0.48,NA,NA
Initial,20727,HF,2,0,7,27,AGHS3,0,3.6,0.49,NA,NA
Initial,20728,HF,2,0,7,28,AGHS3,0,5.2,0.57,NA,NA
Initial,20729,HF,2,0,7,29,AGHS3,0,5.61,0.6,NA,NA
Initial,20827,HF,2,0,8,27,AGHS3,0,4.94,0.57,NA,NA
Initial,20828,HF,2,0,8,28,AGHS3,0,5.66,0.57,NA,NA
Initial,20829,HF,2,0,8,29,AGHS3,0,4.69,0.5,NA,NA
Initial,20927,HF,2,0,9,27,AGHS3,0,6.78,0.54,NA,NA
Initial,20928,HF,2,0,9,28,AGHS3,0,4.43,0.49,NA,NA
Initial,20929,HF,2,0,9,29,AGHS3,0,5.76,0.5,NA,NA
Initial,21207,HF,3,0,12,7,AGHS3,0,5.44,0.58,NA,NA
Initial,21208,HF,3,0,12,8,AGHS3,0,5.19,0.58,NA,NA
Initial,21209,HF,3,0,12,9,AGHS3,0,5.86,0.5,NA,NA
Initial,21307,HF,3,0,13,7,AGHS3,0,4.5,0.353,NA,NA
Initial,21308,HF,3,0,13,8,AGHS3,0,5.28,0.5,NA,NA
Initial,21309,HF,3,0,13,9,AGHS3,0,5.04,0.54,NA,NA
Initial,21407,HF,3,0,14,7,AGHS3,0,5,0.56,NA,NA
Initial,21408,HF,3,0,14,8,AGHS3,0,5.1,0.54,NA,NA
Initial,21409,HF,3,0,14,9,AGHS3,0,4.65,0.57,NA,NA
Initial,21717,HF,4,0,17,17,AGHS3,0,5.25,0.59,NA,NA
Initial,21718,HF,4,0,17,18,AGHS3,0,6.78,0.53,NA,NA
Initial,21719,HF,4,0,17,19,AGHS3,0,4.2,0.61,NA,NA
Initial,21817,HF,4,0,18,17,AGHS3,0,5.76,0.61,NA,NA
Initial,21818,HF,4,0,18,18,AGHS3,0,6.06,0.66,NA,NA
Initial,21819,HF,4,0,18,19,AGHS3,0,6.23,0.66,NA,NA
Initial,21917,HF,4,0,19,17,AGHS3,0,4.41,0.65,NA,NA
Initial,21918,HF,4,0,19,18,AGHS3,0,5.56,0.49,NA,NA
Initial,21919,HF,4,0,19,19,AGHS3,0,6.45,0.64,NA,NA
Initial,20227,HF,1,0,2,27,AGHS4,0,5.46,0.52,NA,NA
Initial,20228,HF,1,0,2,28,AGHS4,1,NA,NA,NA,NA
Initial,20229,HF,1,0,2,29,AGHS4,0,6.29,0.53,NA,NA
Initial,20327,HF,1,0,3,27,AGHS4,1,NA,NA,NA,NA
Initial,20328,HF,1,0,3,28,AGHS4,0,6.68,0.58,NA,NA
Initial,20329,HF,1,0,3,29,AGHS4,0,5.39,0.51,NA,NA
Initial,20427,HF,1,0,4,27,AGHS4,0,5.77,0.57,NA,NA
Initial,20428,HF,1,0,4,28,AGHS4,0,6.4,0.56,NA,NA
Initial,20429,HF,1,0,4,29,AGHS4,0,5.62,0.57,NA,NA
Initial,20702,HF,2,0,7,2,AGHS4,0,6.56,0.48,NA,NA
Initial,20703,HF,2,0,7,3,AGHS4,0,5.75,0.56,NA,NA
Initial,20704,HF,2,0,7,4,AGHS4,0,5.9,0.48,NA,NA
Initial,20802,HF,2,0,8,2,AGHS4,0,4.69,0.48,NA,NA
Initial,20803,HF,2,0,8,3,AGHS4,0,4.35,0.46,NA,NA
Initial,20804,HF,2,0,8,4,AGHS4,0,4.47,0.51,NA,NA
Initial,20902,HF,2,0,9,2,AGHS4,0,5.95,0.53,NA,NA
Initial,20903,HF,2,0,9,3,AGHS4,0,6.08,0.55,NA,NA
Initial,20904,HF,2,0,9,4,AGHS4,0,4.73,0.51,NA,NA
Initial,21222,HF,3,0,12,22,AGHS4,0,6.25,0.57,NA,NA
Initial,21223,HF,3,0,12,23,AGHS4,0,4.37,0.55,NA,NA
Initial,21224,HF,3,0,12,24,AGHS4,0,5.99,0.6,NA,NA
Initial,21322,HF,3,0,13,22,AGHS4,0,4.16,0.55,NA,NA
Initial,21323,HF,3,0,13,23,AGHS4,0,6.5,0.55,NA,NA
Initial,21324,HF,3,0,13,24,AGHS4,1,NA,NA,NA,NA
Initial,21422,HF,3,0,14,22,AGHS4,0,5.02,0.6,NA,NA
Initial,21423,HF,3,0,14,23,AGHS4,0,5.02,0.58,NA,NA
Initial,21424,HF,3,0,14,24,AGHS4,0,5.43,0.54,NA,NA
Initial,21707,HF,4,0,17,7,AGHS4,0,6.31,0.52,NA,NA
Initial,21708,HF,4,0,17,8,AGHS4,0,6.48,0.64,NA,NA
Initial,21709,HF,4,0,17,9,AGHS4,0,5.82,0.61,NA,NA
Initial,21807,HF,4,0,18,7,AGHS4,0,5.52,0.54,NA,NA
Initial,21808,HF,4,0,18,8,AGHS4,0,5.37,0.61,NA,NA
Initial,21809,HF,4,0,18,9,AGHS4,0,6.41,0.63,NA,NA
Initial,21907,HF,4,0,19,7,AGHS4,0,6.29,0.59,NA,NA
Initial,21908,HF,4,0,19,8,AGHS4,0,6.06,0.56,NA,NA
Initial,21909,HF,4,0,19,9,AGHS4,0,6.92,0.62,NA,NA
Initial,10212,Tech,1,0,2,12,AGH2,0,4.25,0.511,NA,NA
Initial,10213,Tech,1,0,2,13,AGH2,0,5.81,0.599,NA,NA
Initial,10214,Tech,1,0,2,14,AGH2,0,3.04,0.411,NA,NA
Initial,10312,Tech,1,0,3,12,AGH2,0,3.15,0.308,NA,NA
Initial,10313,Tech,1,0,3,13,AGH2,0,4.47,0.413,NA,NA
Initial,10314,Tech,1,0,3,14,AGH2,0,7.74,0.503,NA,NA
Initial,10412,Tech,1,0,4,12,AGH2,0,6.2,0.56,NA,NA
Initial,10413,Tech,1,0,4,13,AGH2,0,5.84,0.536,NA,NA
Initial,10414,Tech,1,0,4,14,AGH2,0,4.54,0.332,NA,NA
Initial,10717,Tech,2,0,7,17,AGH2,0,3.73,0.519,NA,NA
Initial,10718,Tech,2,0,7,18,AGH2,0,6.22,0.446,NA,NA
Initial,10719,Tech,2,0,7,19,AGH2,0,4.32,0.401,NA,NA
Initial,10817,Tech,2,0,8,17,AGH2,0,4.42,0.431,NA,NA
Initial,10818,Tech,2,0,8,18,AGH2,0,3.19,0.399,NA,NA
Initial,10819,Tech,2,0,8,19,AGH2,0,6.69,0.426,NA,NA
Initial,10917,Tech,2,0,9,17,AGH2,0,4.85,0.528,NA,NA
Initial,10918,Tech,2,0,9,18,AGH2,0,5.07,0.556,NA,NA
Initial,10919,Tech,2,0,9,19,AGH2,0,5.2,0.592,NA,NA
Initial,11207,Tech,3,0,12,7,AGH2,0,3.03,0.476,NA,NA
Initial,11208,Tech,3,0,12,8,AGH2,0,3.48,0.485,NA,NA
Initial,11209,Tech,3,0,12,9,AGH2,0,4.02,0.602,NA,NA
Initial,11307,Tech,3,0,13,7,AGH2,0,4.02,0.402,NA,NA
Initial,11308,Tech,3,0,13,8,AGH2,0,3.4,0.393,NA,NA
Initial,11309,Tech,3,0,13,9,AGH2,0,3.67,0.47,NA,NA
Initial,11407,Tech,3,0,14,7,AGH2,0,4.79,0.572,NA,NA
Initial,11408,Tech,3,0,14,8,AGH2,0,4.32,0.501,NA,NA
Initial,11409,Tech,3,0,14,9,AGH2,0,3.88,0.48,NA,NA
Initial,11727,Tech,4,0,17,27,AGH2,0,5.75,0.385,NA,NA
Initial,11728,Tech,4,0,17,28,AGH2,0,5.92,0.305,NA,NA
Initial,11729,Tech,4,0,17,29,AGH2,0,6,0.438,NA,NA
Initial,11827,Tech,4,0,18,27,AGH2,0,3.69,0.205,NA,NA
Initial,11828,Tech,4,0,18,28,AGH2,0,3.69,0.35,NA,NA
Initial,11829,Tech,4,0,18,29,AGH2,0,7.08,0.455,NA,NA
Initial,11927,Tech,4,0,19,27,AGH2,0,6.17,0.481,NA,NA
Initial,11928,Tech,4,0,19,28,AGH2,0,5.3,0.336,NA,NA
Initial,11929,Tech,4,0,19,29,AGH2,0,4.79,0.433,NA,NA
Initial,10217,Tech,1,0,2,17,AGH25,0,4.63,0.465,NA,NA
Initial,10218,Tech,1,0,2,18,AGH25,0,4.74,0.493,NA,NA
Initial,10219,Tech,1,0,2,19,AGH25,0,5.65,0.474,NA,NA
Initial,10317,Tech,1,0,3,17,AGH25,0,5.73,0.485,NA,NA
Initial,10318,Tech,1,0,3,18,AGH25,0,5.29,0.394,NA,NA
Initial,10319,Tech,1,0,3,19,AGH25,0,5.29,0.381,NA,NA
Initial,10417,Tech,1,0,4,17,AGH25,0,4.42,0.37,NA,NA
Initial,10418,Tech,1,0,4,18,AGH25,0,5.61,0.574,NA,NA
Initial,10419,Tech,1,0,4,19,AGH25,0,5.16,0.49,NA,NA
Initial,10722,Tech,2,0,7,22,AGH25,0,3.13,0.432,NA,NA
Initial,10723,Tech,2,0,7,23,AGH25,0,3.76,0.334,NA,NA
Initial,10724,Tech,2,0,7,24,AGH25,0,4.35,0.324,NA,NA
Initial,10822,Tech,2,0,8,22,AGH25,0,5.82,0.536,NA,NA
Initial,10823,Tech,2,0,8,23,AGH25,0,4.69,0.311,NA,NA
Initial,10824,Tech,2,0,8,24,AGH25,0,4.18,0.454,NA,NA
Initial,10922,Tech,2,0,9,22,AGH25,0,4.98,0.524,NA,NA
Initial,10923,Tech,2,0,9,23,AGH25,0,5.09,0.381,NA,NA
Initial,10924,Tech,2,0,9,24,AGH25,0,5.36,0.444,NA,NA
Initial,11227,Tech,3,0,12,27,AGH25,0,2.31,0.296,NA,NA
Initial,11228,Tech,3,0,12,28,AGH25,0,3.21,0.229,NA,NA
Initial,11229,Tech,3,0,12,29,AGH25,0,4.3,0.47,NA,NA
Initial,11327,Tech,3,0,13,27,AGH25,0,4.29,0.291,NA,NA
Initial,11328,Tech,3,0,13,28,AGH25,0,4.4,0.32,NA,NA
Initial,11329,Tech,3,0,13,29,AGH25,0,2.6,0.321,NA,NA
Initial,11427,Tech,3,0,14,27,AGH25,0,2.81,0.538,NA,NA
Initial,11428,Tech,3,0,14,28,AGH25,0,3.59,0.488,NA,NA
Initial,11429,Tech,3,0,14,29,AGH25,0,4.41,0.455,NA,NA
Initial,11707,Tech,4,0,17,7,AGH25,0,4.15,0.208,NA,NA
Initial,11708,Tech,4,0,17,8,AGH25,0,6.16,0.32,NA,NA
Initial,11709,Tech,4,0,17,9,AGH25,0,4.98,0.28,NA,NA
Initial,11807,Tech,4,0,18,7,AGH25,0,3.56,0.22,NA,NA
Initial,11808,Tech,4,0,18,8,AGH25,0,5.57,0.359,NA,NA
Initial,11809,Tech,4,0,18,9,AGH25,0,5.06,0.26,NA,NA
Initial,11907,Tech,4,0,19,7,AGH25,0,8.28,0.572,NA,NA
Initial,11908,Tech,4,0,19,8,AGH25,0,10.95,0.555,NA,NA
Initial,11909,Tech,4,0,19,9,AGH25,0,6.32,0.507,NA,NA
Initial,10227,Tech,1,0,2,27,AGHS1,0,5.24,0.621,NA,NA
Initial,10228,Tech,1,0,2,28,AGHS1,0,7.59,0.52,NA,NA
Initial,10229,Tech,1,0,2,29,AGHS1,0,8.08,0.515,NA,NA
Initial,10327,Tech,1,0,3,27,AGHS1,0,4.15,0.515,NA,NA
Initial,10328,Tech,1,0,3,28,AGHS1,0,5.85,0.527,NA,NA
Initial,10329,Tech,1,0,3,29,AGHS1,0,4.41,0.53,NA,NA
Initial,10427,Tech,1,0,4,27,AGHS1,0,4.95,0.561,NA,NA
Initial,10428,Tech,1,0,4,28,AGHS1,0,5.54,0.575,NA,NA
Initial,10429,Tech,1,0,4,29,AGHS1,0,3.51,0.503,NA,NA
Initial,10702,Tech,2,0,7,2,AGHS1,0,3.36,0.535,NA,NA
Initial,10703,Tech,2,0,7,3,AGHS1,0,3.32,0.421,NA,NA
Initial,10704,Tech,2,0,7,4,AGHS1,0,3.72,0.522,NA,NA
Initial,10802,Tech,2,0,8,2,AGHS1,0,4.34,0.478,NA,NA
Initial,10803,Tech,2,0,8,3,AGHS1,0,3.72,0.549,NA,NA
Initial,10804,Tech,2,0,8,4,AGHS1,0,3.07,0.364,NA,NA
Initial,10902,Tech,2,0,9,2,AGHS1,0,4.2,0.631,NA,NA
Initial,10903,Tech,2,0,9,3,AGHS1,0,3.54,0.596,NA,NA
Initial,10904,Tech,2,0,9,4,AGHS1,0,4.37,0.296,NA,NA
Initial,11217,Tech,3,0,12,17,AGHS1,0,4.43,0.527,NA,NA
Initial,11218,Tech,3,0,12,18,AGHS1,0,4.32,0.467,NA,NA
Initial,11219,Tech,3,0,12,19,AGHS1,0,3.82,0.571,NA,NA
Initial,11317,Tech,3,0,13,17,AGHS1,0,4.48,0.515,NA,NA
Initial,11318,Tech,3,0,13,18,AGHS1,0,4.07,0.555,NA,NA
Initial,11319,Tech,3,0,13,19,AGHS1,0,4.94,0.468,NA,NA
Initial,11417,Tech,3,0,14,17,AGHS1,0,2.95,0.46,NA,NA
Initial,11418,Tech,3,0,14,18,AGHS1,0,3.05,0.39,NA,NA
Initial,11419,Tech,3,0,14,19,AGHS1,0,3.74,0.432,NA,NA
Initial,11712,Tech,4,0,17,12,AGHS1,0,4.62,0.463,NA,NA
Initial,11713,Tech,4,0,17,13,AGHS1,0,6.06,0.416,NA,NA
Initial,11714,Tech,4,0,17,14,AGHS1,0,3.75,0.514,NA,NA
Initial,11812,Tech,4,0,18,12,AGHS1,0,4.08,0.619,NA,NA
Initial,11813,Tech,4,0,18,13,AGHS1,0,5.08,0.496,NA,NA
Initial,11814,Tech,4,0,18,14,AGHS1,0,4.47,0.534,NA,NA
Initial,11912,Tech,4,0,19,12,AGHS1,0,5.17,0.523,NA,NA
Initial,11913,Tech,4,0,19,13,AGHS1,0,6.33,0.429,NA,NA
Initial,11914,Tech,4,0,19,14,AGHS1,0,5.71,0.6,NA,NA
Initial,10222,Tech,1,0,2,22,AGHS2,0,4.24,0.5,NA,NA
Initial,10223,Tech,1,0,2,23,AGHS2,0,5.92,0.484,NA,NA
Initial,10224,Tech,1,0,2,24,AGHS2,0,3.6,0.416,NA,NA
Initial,10322,Tech,1,0,3,22,AGHS2,0,4.97,0.481,NA,NA
Initial,10323,Tech,1,0,3,23,AGHS2,0,4.26,0.459,NA,NA
Initial,10324,Tech,1,0,3,24,AGHS2,0,3.07,0.44,NA,NA
Initial,10422,Tech,1,0,4,22,AGHS2,0,4.27,0.381,NA,NA
Initial,10423,Tech,1,0,4,23,AGHS2,0,3.52,0.423,NA,NA
Initial,10424,Tech,1,0,4,24,AGHS2,0,5.23,0.37,NA,NA
Initial,10707,Tech,2,0,7,7,AGHS2,0,4.7,0.465,NA,NA
Initial,10708,Tech,2,0,7,8,AGHS2,0,4.43,0.495,NA,NA
Initial,10709,Tech,2,0,7,9,AGHS2,0,3.9,0.48,NA,NA
Initial,10807,Tech,2,0,8,7,AGHS2,0,5.23,0.471,NA,NA
Initial,10808,Tech,2,0,8,8,AGHS2,0,5.81,0.416,NA,NA
Initial,10809,Tech,2,0,8,9,AGHS2,0,5.23,0.457,NA,NA
Initial,10907,Tech,2,0,9,7,AGHS2,0,2.93,0.426,NA,NA
Initial,10908,Tech,2,0,9,8,AGHS2,0,3.55,0.4,NA,NA
Initial,10909,Tech,2,0,9,9,AGHS2,0,2.97,0.412,NA,NA
Initial,11212,Tech,3,0,12,12,AGHS2,0,5.38,0.515,NA,NA
Initial,11213,Tech,3,0,12,13,AGHS2,0,3.36,0.432,NA,NA
Initial,11214,Tech,3,0,12,14,AGHS2,0,3.8,0.259,NA,NA
Initial,11312,Tech,3,0,13,12,AGHS2,0,5.78,0.495,NA,NA
Initial,11313,Tech,3,0,13,13,AGHS2,0,2.93,0.47,NA,NA
Initial,11314,Tech,3,0,13,14,AGHS2,0,2.96,0.44,NA,NA
Initial,11412,Tech,3,0,14,12,AGHS2,0,4.66,0.525,NA,NA
