Year,ID,Loc,Block,Border,Row,Tree,Fam,SUR,GLD,HT,DBH,CHT
Fourth,20919,HF,2,0,9,19,AGHS1,NA,NA,4.6736,5.361,NA
Fourth,21202,HF,3,0,12,2,AGHS1,NA,NA,5.6896,6.357,NA
Fourth,21203,HF,3,0,12,3,AGHS1,NA,NA,5.5118,7.285,NA
Fourth,21204,HF,3,0,12,4,AGHS1,NA,NA,5.4102,6.402,NA
Fourth,21302,HF,3,0,13,2,AGHS1,NA,NA,5.3848,5.537,NA
Fourth,21303,HF,3,0,13,3,AGHS1,NA,NA,5.0292,5.467,NA
Fourth,21304,HF,3,0,13,4,AGHS1,NA,NA,4.6736,3.925,NA
Fourth,21402,HF,3,0,14,2,AGHS1,NA,NA,5.4102,6.914,NA
Fourth,21403,HF,3,0,14,3,AGHS1,NA,NA,5.0292,6.748,NA
Fourth,21404,HF,3,0,14,4,AGHS1,NA,NA,4.4196,4.781,NA
Fourth,21727,HF,4,0,17,27,AGHS1,NA,NA,4.2672,5.356,NA
Fourth,21728,HF,4,0,17,28,AGHS1,NA,NA,4.4958,5.414,NA
Fourth,21729,HF,4,0,17,29,AGHS1,NA,NA,3.7592,3.486,NA
Fourth,21827,HF,4,0,18,27,AGHS1,NA,NA,4.445,5.594,NA
Fourth,21828,HF,4,0,18,28,AGHS1,NA,NA,4.2926,4.944,NA
Fourth,21829,HF,4,0,18,29,AGHS1,NA,NA,3.3274,3.219,NA
Fourth,21927,HF,4,0,19,27,AGHS1,NA,NA,4.9784,6.016,NA
Fourth,21928,HF,4,0,19,28,AGHS1,NA,NA,3.7084,3.445,NA
Fourth,21929,HF,4,0,19,29,AGHS1,NA,NA,3.4798,3.444,NA
Fourth,20217,HF,1,0,2,17,AGHS2,NA,NA,NA,NA,NA
Fourth,20218,HF,1,0,2,18,AGHS2,NA,NA,4.8768,5.312,NA
Fourth,20219,HF,1,0,2,19,AGHS2,NA,NA,4.4704,4.304,NA
Fourth,20317,HF,1,0,3,17,AGHS2,NA,NA,4.4958,5.316,NA
Fourth,20318,HF,1,0,3,18,AGHS2,NA,NA,NA,NA,NA
Fourth,20319,HF,1,0,3,19,AGHS2,NA,NA,2.0066,0.873,NA
Fourth,20417,HF,1,0,4,17,AGHS2,NA,NA,4.6736,5.325,NA
Fourth,20418,HF,1,0,4,18,AGHS2,NA,NA,4.7244,0.582,NA
Fourth,20419,HF,1,0,4,19,AGHS2,NA,NA,5.08,6.444,NA
Fourth,20722,HF,2,0,7,22,AGHS2,NA,NA,3.7338,2.859,NA
Fourth,20723,HF,2,0,7,23,AGHS2,NA,NA,4.1148,3.879,NA
Fourth,20724,HF,2,0,7,24,AGHS2,NA,NA,5.461,2.885,NA
Fourth,20822,HF,2,0,8,22,AGHS2,NA,NA,4.3434,4.023,NA
Fourth,20823,HF,2,0,8,23,AGHS2,NA,NA,4.3688,3.914,NA
Fourth,20824,HF,2,0,8,24,AGHS2,NA,NA,4.1402,3.771,NA
Fourth,20922,HF,2,0,9,22,AGHS2,NA,NA,4.5974,5.608,NA
Fourth,20923,HF,2,0,9,23,AGHS2,NA,NA,4.4704,5.933,NA
Fourth,20924,HF,2,0,9,24,AGHS2,NA,NA,4.3688,4.174,NA
Fourth,21212,HF,3,0,12,12,AGHS2,NA,NA,4.9784,5.287,NA
Fourth,21213,HF,3,0,12,13,AGHS2,NA,NA,5.1308,5.455,NA
Fourth,21214,HF,3,0,12,14,AGHS2,NA,NA,5.4356,6.055,NA
Fourth,21312,HF,3,0,13,12,AGHS2,NA,NA,4.8006,4.986,NA
Fourth,21313,HF,3,0,13,13,AGHS2,NA,NA,5.4102,5.597,NA
Fourth,21314,HF,3,0,13,14,AGHS2,NA,NA,5.1054,5.043,NA
Fourth,21412,HF,3,0,14,12,AGHS2,NA,NA,5.4864,6.933,NA
Fourth,21413,HF,3,0,14,13,AGHS2,NA,NA,5.4102,6.403,NA
Fourth,21414,HF,3,0,14,14,AGHS2,NA,NA,5.4102,6.198,NA
Fourth,21702,HF,4,0,17,2,AGHS2,NA,NA,4.953,4.823,NA
Fourth,21703,HF,4,0,17,3,AGHS2,NA,NA,5.0546,5.866,NA
Fourth,21704,HF,4,0,17,4,AGHS2,NA,NA,5.4356,6.833,NA
Fourth,21802,HF,4,0,18,2,AGHS2,NA,NA,4.8006,5.821,NA
Fourth,21803,HF,4,0,18,3,AGHS2,NA,NA,5.2578,6.559,NA
Fourth,21804,HF,4,0,18,4,AGHS2,NA,NA,4.7498,4.419,NA
Fourth,21902,HF,4,0,19,2,AGHS2,NA,NA,4.953,5.498,NA
Fourth,21903,HF,4,0,19,3,AGHS2,NA,NA,5.08,5.745,NA
Fourth,21904,HF,4,0,19,4,AGHS2,NA,NA,5.3848,6.511,NA
Fourth,20202,HF,1,0,2,2,AGHS3,NA,NA,NA,NA,NA
Fourth,20203,HF,1,0,2,3,AGHS3,NA,NA,NA,NA,NA
Fourth,20204,HF,1,0,2,4,AGHS3,NA,NA,3.9878,4.91,NA
Fourth,20302,HF,1,0,3,2,AGHS3,NA,NA,4.445,6.914,NA
Fourth,20303,HF,1,0,3,3,AGHS3,NA,NA,4.2164,4.612,NA
Fourth,20304,HF,1,0,3,4,AGHS3,NA,NA,4.4196,5.464,NA
Fourth,20402,HF,1,0,4,2,AGHS3,NA,NA,3.9878,3.256,NA
Fourth,20403,HF,1,0,4,3,AGHS3,NA,NA,4.191,4.454,NA
Fourth,20404,HF,1,0,4,4,AGHS3,NA,NA,NA,NA,NA
Fourth,20727,HF,2,0,7,27,AGHS3,NA,NA,NA,NA,NA
Fourth,20728,HF,2,0,7,28,AGHS3,NA,NA,2.0828,0.755,NA
Fourth,20729,HF,2,0,7,29,AGHS3,NA,NA,3.9116,5.055,NA
Fourth,20827,HF,2,0,8,27,AGHS3,NA,NA,3.6322,3.353,NA
Fourth,20828,HF,2,0,8,28,AGHS3,NA,NA,3.8608,5.442,NA
Fourth,20829,HF,2,0,8,29,AGHS3,NA,NA,2.1336,1.054,NA
Fourth,20927,HF,2,0,9,27,AGHS3,NA,NA,3.0734,2.437,NA
Fourth,20928,HF,2,0,9,28,AGHS3,NA,NA,3.5052,4.161,NA
Fourth,20929,HF,2,0,9,29,AGHS3,NA,NA,3.4798,3.461,NA
Fourth,21207,HF,3,0,12,7,AGHS3,NA,NA,4.6736,6.874,NA
Fourth,21208,HF,3,0,12,8,AGHS3,NA,NA,4.445,4.793,NA
Fourth,21209,HF,3,0,12,9,AGHS3,NA,NA,4.191,5.227,NA
Fourth,21307,HF,3,0,13,7,AGHS3,NA,NA,4.2926,3.766,NA
Fourth,21308,HF,3,0,13,8,AGHS3,NA,NA,4.5212,4.853,NA
Fourth,21309,HF,3,0,13,9,AGHS3,NA,NA,4.0894,5.208,NA
Fourth,21407,HF,3,0,14,7,AGHS3,NA,NA,4.7498,6.376,NA
Fourth,21408,HF,3,0,14,8,AGHS3,NA,NA,4.8006,5.577,NA
Fourth,21409,HF,3,0,14,9,AGHS3,NA,NA,4.6228,6.715,NA
Fourth,21717,HF,4,0,17,17,AGHS3,NA,NA,3.4036,3.472,NA
Fourth,21718,HF,4,0,17,18,AGHS3,NA,NA,3.4798,4.453,NA
Fourth,21719,HF,4,0,17,19,AGHS3,NA,NA,3.5814,3.587,NA
Fourth,21817,HF,4,0,18,17,AGHS3,NA,NA,3.9624,4.873,NA
Fourth,21818,HF,4,0,18,18,AGHS3,NA,NA,4.1148,4.645,NA
Fourth,21819,HF,4,0,18,19,AGHS3,NA,NA,3.683,3.982,NA
Fourth,21917,HF,4,0,19,17,AGHS3,NA,NA,4.3942,5.448,NA
Fourth,21918,HF,4,0,19,18,AGHS3,NA,NA,4.0132,5.454,NA
Fourth,21919,HF,4,0,19,19,AGHS3,NA,NA,3.7084,4.145,NA
Fourth,20227,HF,1,0,2,27,AGHS4,NA,NA,2.5146,1.582,NA
Fourth,20228,HF,1,0,2,28,AGHS4,NA,NA,NA,NA,NA
Fourth,20229,HF,1,0,2,29,AGHS4,NA,NA,4.3688,6.018,NA
Fourth,20327,HF,1,0,3,27,AGHS4,NA,NA,NA,NA,NA
Fourth,20328,HF,1,0,3,28,AGHS4,NA,NA,4.0386,5.651,NA
Fourth,20329,HF,1,0,3,29,AGHS4,NA,NA,3.81,5.024,NA
Fourth,20427,HF,1,0,4,27,AGHS4,NA,NA,4.0894,6.662,NA
Fourth,20428,HF,1,0,4,28,AGHS4,NA,NA,4.699,6.989,NA
Fourth,20429,HF,1,0,4,29,AGHS4,NA,NA,4.5974,8.131,NA
Fourth,20702,HF,2,0,7,2,AGHS4,NA,NA,4.4196,6.106,NA
Fourth,20703,HF,2,0,7,3,AGHS4,NA,NA,4.9276,6.971,NA
Fourth,20704,HF,2,0,7,4,AGHS4,NA,NA,4.7244,6.855,NA
Fourth,20802,HF,2,0,8,2,AGHS4,NA,NA,5.334,8.042,NA
Fourth,20803,HF,2,0,8,3,AGHS4,NA,NA,4.8006,7.377,NA
Fourth,20804,HF,2,0,8,4,AGHS4,NA,NA,5.0292,7.817,NA
Fourth,20902,HF,2,0,9,2,AGHS4,NA,NA,4.5212,5.938,NA
Fourth,20903,HF,2,0,9,3,AGHS4,NA,NA,5.3848,7.064,NA
Fourth,20904,HF,2,0,9,4,AGHS4,NA,NA,5.2832,7.051,NA
Fourth,21222,HF,3,0,12,22,AGHS4,NA,NA,4.3434,6.086,NA
Fourth,21223,HF,3,0,12,23,AGHS4,NA,NA,5.0292,6.385,NA
Fourth,21224,HF,3,0,12,24,AGHS4,NA,NA,4.445,5.358,NA
Fourth,21322,HF,3,0,13,22,AGHS4,NA,NA,3.9624,3.997,NA
Fourth,21323,HF,3,0,13,23,AGHS4,NA,NA,4.572,5.902,NA
Fourth,21324,HF,3,0,13,24,AGHS4,NA,NA,4.4958,5.843,NA
Fourth,21422,HF,3,0,14,22,AGHS4,NA,NA,3.4798,4.09,NA
Fourth,21423,HF,3,0,14,23,AGHS4,NA,NA,4.5466,6.064,NA
Fourth,21424,HF,3,0,14,24,AGHS4,NA,NA,4.6482,6.406,NA
Fourth,21707,HF,4,0,17,7,AGHS4,NA,NA,4.3942,5.316,NA
Fourth,21708,HF,4,0,17,8,AGHS4,NA,NA,4.0894,5.657,NA
Fourth,21709,HF,4,0,17,9,AGHS4,NA,NA,4.8514,5.911,NA
Fourth,21807,HF,4,0,18,7,AGHS4,NA,NA,5.207,6.746,NA
Fourth,21808,HF,4,0,18,8,AGHS4,NA,NA,4.2672,4.648,NA
Fourth,21809,HF,4,0,18,9,AGHS4,NA,NA,4.6482,5.749,NA
Fourth,21907,HF,4,0,19,7,AGHS4,NA,NA,5.1816,7.415,NA
Fourth,21908,HF,4,0,19,8,AGHS4,NA,NA,4.8006,6.437,NA
Fourth,21909,HF,4,0,19,9,AGHS4,NA,NA,5.08,7.131,NA
Fourth,10212,Tech,1,0,2,12,AGH2,NA,NA,NA,NA,NA
Fourth,10213,Tech,1,0,2,13,AGH2,NA,NA,3.95605,5.23,NA
Fourth,10214,Tech,1,0,2,14,AGH2,NA,NA,4.0259,5.09,NA
Fourth,10312,Tech,1,0,3,12,AGH2,NA,NA,4.04495,4.62,NA
Fourth,10313,Tech,1,0,3,13,AGH2,NA,NA,3.60045,4.37,NA
Fourth,10314,Tech,1,0,3,14,AGH2,NA,NA,4.4831,4.8,NA
Fourth,10412,Tech,1,0,4,12,AGH2,NA,NA,NA,NA,NA
Fourth,10413,Tech,1,0,4,13,AGH2,NA,NA,NA,NA,NA
Fourth,10414,Tech,1,0,4,14,AGH2,NA,NA,4.5085,5.7,NA
Fourth,10717,Tech,2,0,7,17,AGH2,NA,NA,NA,NA,NA
Fourth,10718,Tech,2,0,7,18,AGH2,NA,NA,3.683,4.21,NA
Fourth,10719,Tech,2,0,7,19,AGH2,NA,NA,3.4544,3.74,NA
Fourth,10817,Tech,2,0,8,17,AGH2,NA,NA,3.3782,3.37,NA
Fourth,10818,Tech,2,0,8,18,AGH2,NA,NA,NA,NA,NA
Fourth,10819,Tech,2,0,8,19,AGH2,NA,NA,NA,NA,NA
Fourth,10917,Tech,2,0,9,17,AGH2,NA,NA,4.4704,4.59,NA
Fourth,10918,Tech,2,0,9,18,AGH2,NA,NA,4.1529,4.77,NA
Fourth,10919,Tech,2,0,9,19,AGH2,NA,NA,NA,NA,NA
Fourth,11207,Tech,3,0,12,7,AGH2,NA,NA,5.2959,6.11,NA
Fourth,11208,Tech,3,0,12,8,AGH2,NA,NA,5.0927,6.19,NA
Fourth,11209,Tech,3,0,12,9,AGH2,NA,NA,5.1181,6.38,NA
Fourth,11307,Tech,3,0,13,7,AGH2,NA,NA,5.553075,7.2,NA
Fourth,11308,Tech,3,0,13,8,AGH2,NA,NA,5.578475,7.36,NA
Fourth,11309,Tech,3,0,13,9,AGH2,NA,NA,5.588,6.74,NA
Fourth,11407,Tech,3,0,14,7,AGH2,NA,NA,4.99745,6.19,NA
Fourth,11408,Tech,3,0,14,8,AGH2,NA,NA,4.238625,3.835,NA
Fourth,11409,Tech,3,0,14,9,AGH2,NA,NA,5.36575,7.29,NA
Fourth,11727,Tech,4,0,17,27,AGH2,NA,NA,5.0165,6.14,NA
Fourth,11728,Tech,4,0,17,28,AGH2,NA,NA,3.937,5.09,NA
Fourth,11729,Tech,4,0,17,29,AGH2,NA,NA,3.937,4.35,NA
Fourth,11827,Tech,4,0,18,27,AGH2,NA,NA,4.318,5.48,NA
Fourth,11828,Tech,4,0,18,28,AGH2,NA,NA,3.8608,4.54,NA
Fourth,11829,Tech,4,0,18,29,AGH2,NA,NA,3.5052,4.37,NA
Fourth,11927,Tech,4,0,19,27,AGH2,NA,NA,4.5974,5.62,NA
Fourth,11928,Tech,4,0,19,28,AGH2,NA,NA,4.0386,5.13,NA
Fourth,11929,Tech,4,0,19,29,AGH2,NA,NA,3.6449,4,NA
Fourth,10217,Tech,1,0,2,17,AGH25,NA,NA,4.3688,5.67,NA
Fourth,10218,Tech,1,0,2,18,AGH25,NA,NA,4.5212,4.75,NA
Fourth,10219,Tech,1,0,2,19,AGH25,NA,NA,3.94335,3.91,NA
Fourth,10317,Tech,1,0,3,17,AGH25,NA,NA,NA,NA,NA
Fourth,10318,Tech,1,0,3,18,AGH25,NA,NA,4.4831,5.71,NA
Fourth,10319,Tech,1,0,3,19,AGH25,NA,NA,NA,NA,NA
Fourth,10417,Tech,1,0,4,17,AGH25,NA,NA,4.3307,4.54,NA
Fourth,10418,Tech,1,0,4,18,AGH25,NA,NA,4.59105,5.8,NA
Fourth,10419,Tech,1,0,4,19,AGH25,NA,NA,3.8862,5.47,NA
Fourth,10722,Tech,2,0,7,22,AGH25,NA,NA,4.3688,5.11,NA
Fourth,10723,Tech,2,0,7,23,AGH25,NA,NA,4.191,4.68,NA
Fourth,10724,Tech,2,0,7,24,AGH25,NA,NA,4.5212,6.71,NA
Fourth,10822,Tech,2,0,8,22,AGH25,NA,NA,4.6355,6.385,NA
Fourth,10823,Tech,2,0,8,23,AGH25,NA,NA,3.8481,5.24,NA
Fourth,10824,Tech,2,0,8,24,AGH25,NA,NA,4.7625,4.855,NA
Fourth,10922,Tech,2,0,9,22,AGH25,NA,NA,NA,NA,NA
Fourth,10923,Tech,2,0,9,23,AGH25,NA,NA,4.3053,5.74,NA
Fourth,10924,Tech,2,0,9,24,AGH25,NA,NA,4.7498,4.985,NA
Fourth,11227,Tech,3,0,12,27,AGH25,NA,NA,4.689475,6.26,NA
Fourth,11228,Tech,3,0,12,28,AGH25,NA,NA,4.57835,5.54,NA
Fourth,11229,Tech,3,0,12,29,AGH25,NA,NA,5.172075,5.525,NA
Fourth,11327,Tech,3,0,13,27,AGH25,NA,NA,5.35305,6.63,NA
Fourth,11328,Tech,3,0,13,28,AGH25,NA,NA,4.910455,6.2,NA
Fourth,11329,Tech,3,0,13,29,AGH25,NA,NA,4.340225,4.28,NA
Fourth,11427,Tech,3,0,14,27,AGH25,NA,NA,5.1562,6.3,NA
Fourth,11428,Tech,3,0,14,28,AGH25,NA,NA,4.435475,6.26,NA
Fourth,11429,Tech,3,0,14,29,AGH25,NA,NA,5.37845,6.97,NA
Fourth,11707,Tech,4,0,17,7,AGH25,NA,NA,5.2324,4.695,NA
Fourth,11708,Tech,4,0,17,8,AGH25,NA,NA,5.4864,6.3,NA
Fourth,11709,Tech,4,0,17,9,AGH25,NA,NA,4.8514,5.3,NA
Fourth,11807,Tech,4,0,18,7,AGH25,NA,NA,6.223,6.6,NA
Fourth,11808,Tech,4,0,18,8,AGH25,NA,NA,5.7404,5.335,NA
Fourth,11809,Tech,4,0,18,9,AGH25,NA,NA,5.8547,7.67,NA
Fourth,11907,Tech,4,0,19,7,AGH25,NA,NA,4.2672,3.1,NA
Fourth,11908,Tech,4,0,19,8,AGH25,NA,NA,5.5372,6.41,NA
Fourth,11909,Tech,4,0,19,9,AGH25,NA,NA,5.3594,7.16,NA
Fourth,10227,Tech,1,0,2,27,AGHS1,NA,NA,5.23875,5.73,NA
Fourth,10228,Tech,1,0,2,28,AGHS1,NA,NA,5.23875,5.66,NA
Fourth,10229,Tech,1,0,2,29,AGHS1,NA,NA,4.98475,5.18,NA
Fourth,10327,Tech,1,0,3,27,AGHS1,NA,NA,5.7023,6.41,NA
Fourth,10328,Tech,1,0,3,28,AGHS1,NA,NA,5.49275,7.02,NA
Fourth,10329,Tech,1,0,3,29,AGHS1,NA,NA,4.98475,5.72,NA
Fourth,10427,Tech,1,0,4,27,AGHS1,NA,NA,5.87375,6.84,NA
Fourth,10428,Tech,1,0,4,28,AGHS1,NA,NA,5.94995,7.42,NA
Fourth,10429,Tech,1,0,4,29,AGHS1,NA,NA,5.7785,7.6,NA
Fourth,10702,Tech,2,0,7,2,AGHS1,NA,NA,5.9182,6.97,NA
Fourth,10703,Tech,2,0,7,3,AGHS1,NA,NA,6.1976,7.56,NA
Fourth,10704,Tech,2,0,7,4,AGHS1,NA,NA,6.1341,7.19,NA
Fourth,10802,Tech,2,0,8,2,AGHS1,NA,NA,6.2992,7.03,NA
Fourth,10803,Tech,2,0,8,3,AGHS1,NA,NA,6.5786,6.57,NA
Fourth,10804,Tech,2,0,8,4,AGHS1,NA,NA,6.4135,6.82,NA
Fourth,10902,Tech,2,0,9,2,AGHS1,NA,NA,6.2738,7.77,NA
Fourth,10903,Tech,2,0,9,3,AGHS1,NA,NA,6.5786,7.79,NA
Fourth,10904,Tech,2,0,9,4,AGHS1,NA,NA,6.5786,7.18,NA
Fourth,11217,Tech,3,0,12,17,AGHS1,NA,NA,6.5405,7.11,NA
Fourth,11218,Tech,3,0,12,18,AGHS1,NA,NA,6.858,6.57,NA
Fourth,11219,Tech,3,0,12,19,AGHS1,NA,NA,6.8072,7.29,NA
Fourth,11317,Tech,3,0,13,17,AGHS1,NA,NA,6.2103,7.43,NA
Fourth,11318,Tech,3,0,13,18,AGHS1,NA,NA,6.7945,6.99,NA
Fourth,11319,Tech,3,0,13,19,AGHS1,NA,NA,6.3881,7.65,NA
Fourth,11417,Tech,3,0,14,17,AGHS1,NA,NA,6.8707,6.8,NA
Fourth,11418,Tech,3,0,14,18,AGHS1,NA,NA,6.5913,7.31,NA
Fourth,11419,Tech,3,0,14,19,AGHS1,NA,NA,6.7183,7.33,NA
Fourth,11712,Tech,4,0,17,12,AGHS1,NA,NA,5.588,5.52,NA
Fourth,11713,Tech,4,0,17,13,AGHS1,NA,NA,5.5626,5.8,NA
Fourth,11714,Tech,4,0,17,14,AGHS1,NA,NA,5.6642,4.72,NA
Fourth,11812,Tech,4,0,18,12,AGHS1,NA,NA,3.3782,2.67,NA
Fourth,11813,Tech,4,0,18,13,AGHS1,NA,NA,6.9215,8.07,NA
Fourth,11814,Tech,4,0,18,14,AGHS1,NA,NA,5.7785,6.38,NA
Fourth,11912,Tech,4,0,19,12,AGHS1,NA,NA,6.6421,7.13,NA
Fourth,11913,Tech,4,0,19,13,AGHS1,NA,NA,6.1722,4.46,NA
Fourth,11914,Tech,4,0,19,14,AGHS1,NA,NA,6.3246,6.56,NA
Fourth,10222,Tech,1,0,2,22,AGHS2,NA,NA,5.1181,5.3,NA
Fourth,10223,Tech,1,0,2,23,AGHS2,NA,NA,5.1562,5.79,NA
Fourth,10224,Tech,1,0,2,24,AGHS2,NA,NA,5.26415,6.21,NA
Fourth,10322,Tech,1,0,3,22,AGHS2,NA,NA,5.3467,6.28,NA
Fourth,10323,Tech,1,0,3,23,AGHS2,NA,NA,4.826,6.62,NA
Fourth,10324,Tech,1,0,3,24,AGHS2,NA,NA,5.6642,7.49,NA
Fourth,10422,Tech,1,0,4,22,AGHS2,NA,NA,5.7404,9.22,NA
Fourth,10423,Tech,1,0,4,23,AGHS2,NA,NA,5.87375,6.98,NA
Fourth,10424,Tech,1,0,4,24,AGHS2,NA,NA,5.65785,6.8,NA
Fourth,10707,Tech,2,0,7,7,AGHS2,NA,NA,6.3246,7.04,NA
Fourth,10708,Tech,2,0,7,8,AGHS2,NA,NA,6.223,6.33,NA
Fourth,10709,Tech,2,0,7,9,AGHS2,NA,NA,5.9182,7.34,NA
Fourth,10807,Tech,2,0,8,7,AGHS2,NA,NA,6.3373,6.79,NA
Fourth,10808,Tech,2,0,8,8,AGHS2,NA,NA,6.4135,6.53,NA
Fourth,10809,Tech,2,0,8,9,AGHS2,NA,NA,6.5278,7.23,NA
Fourth,10907,Tech,2,0,9,7,AGHS2,NA,NA,6.3754,6.7,NA
Fourth,10908,Tech,2,0,9,8,AGHS2,NA,NA,6.7945,7,NA
Fourth,10909,Tech,2,0,9,9,AGHS2,NA,NA,5.6388,6.45,NA
Fourth,11212,Tech,3,0,12,12,AGHS2,NA,NA,7.4041,7.64,NA
Fourth,11213,Tech,3,0,12,13,AGHS2,NA,NA,7.7089,7.06,NA
Fourth,11214,Tech,3,0,12,14,AGHS2,NA,NA,7.4168,7.98,NA
Fourth,11312,Tech,3,0,13,12,AGHS2,NA,NA,7.489825,7.92,NA
Fourth,11313,Tech,3,0,13,13,AGHS2,NA,NA,6.5151,7.18,NA
Fourth,11314,Tech,3,0,13,14,AGHS2,NA,NA,6.3373,7.75,NA
Fourth,11412,Tech,3,0,14,12,AGHS2,NA,NA,6.967855,7.04,NA
Fourth,11413,Tech,3,0,14,13,AGHS2,NA,NA,7.191375,7.25,NA
Fourth,11414,Tech,3,0,14,14,AGHS2,NA,NA,7.09295,7.83,NA
Fourth,11702,Tech,4,0,17,2,AGHS2,NA,NA,6.5405,2.73,NA
Fourth,11703,Tech,4,0,17,3,AGHS2,NA,NA,6.5532,7.98,NA
Fourth,11704,Tech,4,0,17,4,AGHS2,NA,NA,6.7437,7.37,NA
Fourth,11802,Tech,4,0,18,2,AGHS2,NA,NA,6.3373,7.5,NA
Fourth,11803,Tech,4,0,18,3,AGHS2,NA,NA,6.3119,6.6,NA
Fourth,11804,Tech,4,0,18,4,AGHS2,NA,NA,6.5278,6.76,NA
Fourth,11902,Tech,4,0,19,2,AGHS2,NA,NA,6.4516,6.34,NA
Fourth,11903,Tech,4,0,19,3,AGHS2,NA,NA,6.4516,6.9,NA
Fourth,11904,Tech,4,0,19,4,AGHS2,NA,NA,6.2611,6.36,NA
Fourth,10202,Tech,1,0,2,2,AGHS3,NA,NA,4.76885,5.98,NA
Fourth,10203,Tech,1,0,2,3,AGHS3,NA,NA,4.953,6.4,NA
Fourth,10204,Tech,1,0,2,4,AGHS3,NA,NA,5.2197,6.97,NA
Fourth,10302,Tech,1,0,3,2,AGHS3,NA,NA,4.8641,6.21,NA
Fourth,10303,Tech,1,0,3,3,AGHS3,NA,NA,4.953,6.18,NA
Fourth,10304,Tech,1,0,3,4,AGHS3,NA,NA,5.20065,6.57,NA
Fourth,10402,Tech,1,0,4,2,AGHS3,NA,NA,4.9911,6.35,NA
Fourth,10403,Tech,1,0,4,3,AGHS3,NA,NA,5.34035,6.79,NA
Fourth,10404,Tech,1,0,4,4,AGHS3,NA,NA,5.4483,4.975,NA
Fourth,10727,Tech,2,0,7,27,AGHS3,NA,NA,NA,NA,NA
Fourth,10728,Tech,2,0,7,28,AGHS3,NA,NA,5.2451,6.83,NA
Fourth,10729,Tech,2,0,7,29,AGHS3,NA,NA,5.0927,5.68,NA
Fourth,10827,Tech,2,0,8,27,AGHS3,NA,NA,5.9055,7.73,NA
Fourth,10828,Tech,2,0,8,28,AGHS3,NA,NA,5.4229,6.63,NA
Fourth,10829,Tech,2,0,8,29,AGHS3,NA,NA,5.2451,6.09,NA
Fourth,10927,Tech,2,0,9,27,AGHS3,NA,NA,4.6482,5.125,NA
Fourth,10928,Tech,2,0,9,28,AGHS3,NA,NA,5.3467,6.58,NA
Fourth,10929,Tech,2,0,9,29,AGHS3,NA,NA,4.7752,4.74,NA
Fourth,11222,Tech,3,0,12,22,AGHS3,NA,NA,6.586855,6.59,NA
Fourth,11223,Tech,3,0,12,23,AGHS3,NA,NA,6.731,8.07,NA
Fourth,11224,Tech,3,0,12,24,AGHS3,NA,NA,6.626225,7.69,NA
Fourth,11322,Tech,3,0,13,22,AGHS3,NA,NA,5.672455,5.61,NA
Fourth,11323,Tech,3,0,13,23,AGHS3,NA,NA,5.565775,7.11,NA
Fourth,11324,Tech,3,0,13,24,AGHS3,NA,NA,5.461,6.85,NA
Fourth,11422,Tech,3,0,14,22,AGHS3,NA,NA,5.715,7.95,NA
Fourth,11423,Tech,3,0,14,23,AGHS3,NA,NA,NA,NA,NA
Fourth,11424,Tech,3,0,14,24,AGHS3,NA,NA,4.9276,5.67,NA
Fourth,11717,Tech,4,0,17,17,AGHS3,NA,NA,6.3373,7.42,NA
Fourth,11718,Tech,4,0,17,18,AGHS3,NA,NA,5.842,6.98,NA
Fourth,11719,Tech,4,0,17,19,AGHS3,NA,NA,NA,NA,NA
Fourth,11817,Tech,4,0,18,17,AGHS3,NA,NA,5.5372,4.57,NA
Fourth,11818,Tech,4,0,18,18,AGHS3,NA,NA,6.0325,7.82,NA
Fourth,11819,Tech,4,0,18,19,AGHS3,NA,NA,6.1087,6.89,NA
Fourth,11917,Tech,4,0,19,17,AGHS3,NA,NA,5.334,4.077,NA
Fourth,11918,Tech,4,0,19,18,AGHS3,NA,NA,6.2484,6.06,NA
Fourth,11919,Tech,4,0,19,19,AGHS3,NA,NA,5.3086,6.73,NA
Fourth,10207,Tech,1,0,2,7,AGHS4,NA,NA,5.0546,6.46,NA
Fourth,10208,Tech,1,0,2,8,AGHS4,NA,NA,5.1181,7.53,NA
Fourth,10209,Tech,1,0,2,9,AGHS4,NA,NA,4.8641,6.66,NA
Fourth,10307,Tech,1,0,3,7,AGHS4,NA,NA,5.08635,7.3,NA
Fourth,10308,Tech,1,0,3,8,AGHS4,NA,NA,5.48005,7.76,NA
Fourth,10309,Tech,1,0,3,9,AGHS4,NA,NA,5.28955,7.27,NA
Fourth,10407,Tech,1,0,4,7,AGHS4,NA,NA,5.4864,7.35,NA
Fourth,10408,Tech,1,0,4,8,AGHS4,NA,NA,5.4864,7.2,NA
Fourth,10409,Tech,1,0,4,9,AGHS4,NA,NA,5.4483,7.65,NA
Fourth,10712,Tech,2,0,7,12,AGHS4,NA,NA,5.5118,7.26,NA
Fourth,10713,Tech,2,0,7,13,AGHS4,NA,NA,5.7023,7.21,NA
Fourth,10714,Tech,2,0,7,14,AGHS4,NA,NA,5.588,7.92,NA
Fourth,10812,Tech,2,0,8,12,AGHS4,NA,NA,5.9309,7.71,NA
Fourth,10813,Tech,2,0,8,13,AGHS4,NA,NA,5.5499,6.98,NA
Fourth,10814,Tech,2,0,8,14,AGHS4,NA,NA,5.6007,7.73,NA
Fourth,10912,Tech,2,0,9,12,AGHS4,NA,NA,6.1595,7.65,NA
Fourth,10913,Tech,2,0,9,13,AGHS4,NA,NA,5.8293,7.52,NA
