Plot,Lat,Lon,State,Region,Elevation,Slope,MAP,T_min,MAT,T_max,rich,Shannon,litter,bare_rock,BD0cm,BD100cm,BD15cm,Bd200cm,BD30cm,BD5cm,BD60cm,Clay0cm,Clay100cm,Clay15cm,Clay200cm,Clay30cm,Clay5cm,Clay60cm,N0cm,N100cm,N15cm,N200cm,N30cm,N5cm,N60cm,pH0cm,pH100cm,pH15cm,pH200cm,pH30cm,pH5cm,pH60cm,Sand0cm,Sand100cm,Sand15cm,Sand200cm,Sand30cm,Sand5cm,Sand60cm,SOC0cm,SOC100cm,SOC15cm,SOC200cm,SOC30cm,SOC5cm,SOC60cm
bacher_creek_1_ctrl_one_yr,44.836,-117.424,OR,Western Cordillera,910.43,16.16,503.58,1.46,8.81,16.16,10,1.858863301,43,13.8,1123,1403,1224,1399,1208,1190,1312,12,11,17,12,18,14,15,17,8,11,9,10,14,8,69,76,69,77,71,69,75,57,63,51,63,50,57,54,29,4,9,3,7,13,5
bacher_creek_2_ctrl_one_yr,44.836,-117.424,OR,Western Cordillera,910.43,16.16,503.58,1.46,8.81,16.16,7,1.483886305,26.6,22.8,1123,1403,1224,1399,1208,1190,1312,12,11,17,12,18,14,15,17,8,11,9,10,14,8,69,76,69,77,71,69,75,57,63,51,63,50,57,54,29,4,9,3,7,13,5
bacher_creek_3_ctrl_one_yr,44.836,-117.424,OR,Western Cordillera,910.43,16.16,503.58,1.46,8.81,16.16,7,1.722514428,19,17.6,1123,1403,1224,1399,1208,1190,1312,12,11,17,12,18,14,15,17,8,11,9,10,14,8,69,76,69,77,71,69,75,57,63,51,63,50,57,54,29,4,9,3,7,13,5
Berry_1_ctrl_one_yr,44.825272,-107.175057,WY,West and South Central Semiarid Prairies,1277.25,11.9,444.15,-0.27,7.26,14.79,15,2.040680504,20,1,1178,1398,1299,1407,1343,1183,1359,22,22,28,20,30,22,28,30,9,16,9,12,20,10,67,77,69,78,71,67,77,38,51,38,52,37,40,41,67,12,20,15,14,30,11
Berry_2_ctrl_one_yr,44.825272,-107.175057,WY,West and South Central Semiarid Prairies,1277.25,11.9,444.15,-0.27,7.26,14.79,12,2.233418967,20,0,1178,1398,1299,1407,1343,1183,1359,22,22,28,20,30,22,28,30,9,16,9,12,20,10,67,77,69,78,71,67,77,38,51,38,52,37,40,41,67,12,20,15,14,30,11
Berry_3_ctrl_one_yr,44.825272,-107.175057,WY,West and South Central Semiarid Prairies,1277.25,11.9,444.15,-0.27,7.26,14.79,11,1.852862031,20,1,1178,1398,1299,1407,1343,1183,1359,22,22,28,20,30,22,28,30,9,16,9,12,20,10,67,77,69,78,71,67,77,38,51,38,52,37,40,41,67,12,20,15,14,30,11
Berry_4_ctrl_one_yr,44.825272,-107.175057,WY,West and South Central Semiarid Prairies,1277.25,11.9,444.15,-0.27,7.26,14.79,15,2.185549622,20,0,1178,1398,1299,1407,1343,1183,1359,22,22,28,20,30,22,28,30,9,16,9,12,20,10,67,77,69,78,71,67,77,38,51,38,52,37,40,41,67,12,20,15,14,30,11
big_flat_1_ctrl_one_yr,44.047,-116.483,ID,Cold Deserts,999,4.72,497.64,2.66,9.47,16.29,4,0.78998856,11,6.6,1087,1387,1214,1385,1225,1131,1297,29,28,44,23,45,29,45,16,9,12,9,11,16,10,67,72,67,73,68,67,70,31,52,26,57,28,31,30,36,5,13,5,10,19,6
big_flat_2_ctrl_one_yr,44.047,-116.483,ID,Cold Deserts,999,4.72,497.64,2.66,9.47,16.29,4,0.970282226,17,0.6,1087,1387,1214,1385,1225,1131,1297,29,28,44,23,45,29,45,16,9,12,9,11,16,10,67,72,67,73,68,67,70,31,52,26,57,28,31,30,36,5,13,5,10,19,6
big_flat_3_ctrl_one_yr,44.047,-116.483,ID,Cold Deserts,999,4.72,497.64,2.66,9.47,16.29,5,0.998082209,13,4.4,1087,1387,1214,1385,1225,1131,1297,29,28,44,23,45,29,45,16,9,12,9,11,16,10,67,72,67,73,68,67,70,31,52,26,57,28,31,30,36,5,13,5,10,19,6
Bison_range_1_ctrl_one_yr,47.351,-114.176,MT,Western Cordillera,834.01,2.97,409.59,1.88,8.03,14.18,26,1.832835556,52,34.43,1030,1451,1293,1421,1343,1095,1418,36,39,37,38,42,35,42,25,6,18,6,10,22,7,72,82,74,83,77,72,81,21,24,17,26,16,21,18,72,6,17,6,11,20,8
Bison_range_2_ctrl_one_yr,47.351,-114.176,MT,Western Cordillera,834.01,2.97,409.59,1.88,8.03,14.18,24,1.701679823,58.71,30.57,1030,1451,1293,1421,1343,1095,1418,36,39,37,38,42,35,42,25,6,18,6,10,22,7,72,82,74,83,77,72,81,21,24,17,26,16,21,18,72,6,17,6,11,20,8
Bison_range_3_ctrl_one_yr,47.351,-114.176,MT,Western Cordillera,834.01,2.97,409.59,1.88,8.03,14.18,26,1.927311052,80.43,9.14,1030,1451,1293,1421,1343,1095,1418,36,39,37,38,42,35,42,25,6,18,6,10,22,7,72,82,74,83,77,72,81,21,24,17,26,16,21,18,72,6,17,6,11,20,8
Bison_Range_CEST_ctrl_one_yr_1,47.284722,-114.186389,MT,Cold Deserts,908,24.13,447.32,7.44,1.26,13.61,16,1.998644241,80.25,10.95,948,1456,1241,1465,1350,1130,1386,26,24,28,23,28,24,27,41,10,16,10,13,18,11,70,76,72,76,73,69,74,25,26,22,28,22,27,23,78,4,14,3,10,20,6
Bison_Range_CEST_ctrl_one_yr_2,47.284722,-114.186389,MT,Cold Deserts,908,24.13,447.32,7.44,1.26,13.61,19,2.182589509,83.95,10.015,948,1456,1241,1465,1350,1130,1386,26,24,28,23,28,24,27,41,10,16,10,13,18,11,70,76,72,76,73,69,74,25,26,22,28,22,27,23,78,4,14,3,10,20,6
Bison_Range_CEST_ctrl_one_yr_3,47.284722,-114.186389,MT,Cold Deserts,908,24.13,447.32,7.44,1.26,13.61,19,1.602883387,64.35,28.45,948,1456,1241,1465,1350,1130,1386,26,24,28,23,28,24,27,41,10,16,10,13,18,11,70,76,72,76,73,69,74,25,26,22,28,22,27,23,78,4,14,3,10,20,6
Bison_Range_PORE_ctrl_one_yr_1,47.339722,-114.185833,MT,Cold Deserts,902,11.12,414,8.03,1.82,14.24,18,1.911805741,72.85,2.36,947,1474,1188,1437,1322,1059,1418,31,37,34,34,37,32,39,36,6,16,8,11,23,8,69,77,70,77,72,68,76,23,22,21,28,18,24,19,97,5,18,5,10,22,8
Bison_Range_PORE_ctrl_one_yr_2,47.339722,-114.185833,MT,Cold Deserts,902,11.12,414,8.03,1.82,14.24,18,1.894795212,74.88,14.86,947,1474,1188,1437,1322,1059,1418,31,37,34,34,37,32,39,36,6,16,8,11,23,8,69,77,70,77,72,68,76,23,22,21,28,18,24,19,97,5,18,5,10,22,8
Bison_Range_PORE_ctrl_one_yr_3,47.339722,-114.185833,MT,Cold Deserts,902,11.12,414,8.03,1.82,14.24,19,1.789542952,78.05,9.7,947,1474,1188,1437,1322,1059,1418,31,37,34,34,37,32,39,36,6,16,8,11,23,8,69,77,70,77,72,68,76,23,22,21,28,18,24,19,97,5,18,5,10,22,8
Bottom_1_ctrl_one_yr,41.204863,-104.873573,WY,West and South Central Semiarid Prairies,1930.44,12.99,391.51,0.41,7.44,14.46,12,1.701590117,37.5,5,1203,1484,1317,1379,1341,1243,1375,18,19,22,18,25,18,24,16,8,16,10,12,17,9,71,78,72,79,75,69,78,62,65,62,67,62,62,63,28,4,14,4,10,18,6
Breaks_1_ctrl_one_yr,47.744,-107.462,MT,West and South Central Semiarid Prairies,952,2.06,349.43,1.12,7.54,13.97,26,2.185958536,95.14,3.71,1181,1525,1286,1485,1339,1255,1420,27,29,33,30,33,28,32,32,10,16,10,12,19,11,71,81,73,81,74,69,79,31,33,31,35,30,32,30,95,11,20,12,14,27,11
Breaks_2_ctrl_one_yr,47.744,-107.462,MT,West and South Central Semiarid Prairies,952,2.06,349.43,1.12,7.54,13.97,20,1.704431635,95.57,1.79,1181,1525,1286,1485,1339,1255,1420,27,29,33,30,33,28,32,32,10,16,10,12,19,11,71,81,73,81,74,69,79,31,33,31,35,30,32,30,95,11,20,12,14,27,11
Breaks_3_ctrl_one_yr,47.744,-107.462,MT,West and South Central Semiarid Prairies,952,2.06,349.43,1.12,7.54,13.97,27,2.632921485,94,3,1181,1525,1286,1485,1339,1255,1420,27,29,33,30,33,28,32,32,10,16,10,12,19,11,71,81,73,81,74,69,79,31,33,31,35,30,32,30,95,11,20,12,14,27,11
Bunker_6_ctrl_one_yr,41.204193,-104.87187,WY,West and South Central Semiarid Prairies,1935.08,13.62,391.72,0.41,7.44,14.47,6,0.65812095,62,6,1163,1475,1293,1370,1339,1233,1367,18,17,23,18,25,18,22,21,10,18,11,14,18,10,70,78,72,79,75,69,78,63,68,63,68,62,64,63,31,4,13,4,10,19,6
Canyon_Grassland_CCS1_PSSP1_ctrl_one_yr,46.025,-116.886,ID,Western Cordillera,820.56,28.27,486.92,3.34,9.29,15.24,7,1.097642647,17,21,1033,1383,1211,1385,1230,1136,1303,16,20,20,20,26,16,25,29,8,13,9,10,20,9,71,78,70,80,71,69,75,24,26,22,32,21,27,22,93,5,15,4,14,20,6
Canyon_Grassland_CCS1_PSSP2_ctrl_one_yr,46.025,-116.886,ID,Western Cordillera,820.56,28.27,486.92,3.34,9.29,15.24,7,1.290866499,6.25,43.75,1033,1383,1211,1385,1230,1136,1303,16,20,20,20,26,16,25,29,8,13,9,10,20,9,71,78,70,80,71,69,75,24,26,22,32,21,27,22,93,5,15,4,14,20,6
Canyon_Grassland_CCS1_PSSP3_ctrl_one_yr,46.025,-116.886,ID,Western Cordillera,820.56,28.27,486.92,3.34,9.29,15.24,9,1.292357498,8.25,33.75,1033,1383,1211,1385,1230,1136,1303,16,20,20,20,26,16,25,29,8,13,9,10,20,9,71,78,70,80,71,69,75,24,26,22,32,21,27,22,93,5,15,4,14,20,6
Canyon_Grassland_CCS2_FEID1_ctrl_one_yr,46.023,-116.883,ID,Western Cordillera,902.8,14.24,488.99,3.27,9.2,15.12,3,0.663052376,23,3.75,1008,1337,1157,1322,1202,1124,1284,17,23,24,23,26,17,27,35,9,16,9,11,23,9,69,77,69,79,71,68,74,22,26,21,29,19,25,21,80,5,16,4,12,21,7
Canyon_Grassland_CCS2_FEID2_ctrl_one_yr,46.023,-116.883,ID,Western Cordillera,902.8,14.24,488.99,3.27,9.2,15.12,3,0.637232805,26.75,4.5,1008,1337,1157,1322,1202,1124,1284,17,23,24,23,26,17,27,35,9,16,9,11,23,9,69,77,69,79,71,68,74,22,26,21,29,19,25,21,80,5,16,4,12,21,7
Canyon_Grassland_CCS2_FEID3_ctrl_one_yr,46.023,-116.883,ID,Western Cordillera,902.8,14.24,488.99,3.27,9.2,15.12,5,1.057636135,11.5,13.25,1008,1337,1157,1322,1202,1124,1284,17,23,24,23,26,17,27,35,9,16,9,11,23,9,69,77,69,79,71,68,74,22,26,21,29,19,25,21,80,5,16,4,12,21,7
Canyon_Grassland_CCS3_SHRUB1_ctrl_one_yr,46.021,-116.881,ID,Western Cordillera,924.94,32.45,488.96,3.23,9.15,15.07,9,1.820215206,7.5,6.25,937,1314,1160,1309,1187,1104,1274,17,24,22,23,26,17,25,33,10,18,10,12,25,10,69,77,68,79,69,67,74,23,26,22,28,20,23,22,108,6,17,6,12,23,8
Canyon_Grassland_CCS3_SHRUB2_ctrl_one_yr,46.021,-116.881,ID,Western Cordillera,924.94,32.45,488.96,3.23,9.15,15.07,12,2.166414751,12.75,5,937,1314,1160,1309,1187,1104,1274,17,24,22,23,26,17,25,33,10,18,10,12,25,10,69,77,68,79,69,67,74,23,26,22,28,20,23,22,108,6,17,6,12,23,8
Canyon_Grassland_CCS3_SHRUB3_ctrl_one_yr,46.021,-116.881,ID,Western Cordillera,924.94,32.45,488.96,3.23,9.15,15.07,13,1.719127877,3.75,6.25,937,1314,1160,1309,1187,1104,1274,17,24,22,23,26,17,25,33,10,18,10,12,25,10,69,77,68,79,69,67,74,23,26,22,28,20,23,22,108,6,17,6,12,23,8
Canyon_Grassland_CG1_PSSP1_ctrl_one_yr,46.484,-116.849,ID,Cold Deserts,667.71,42.09,489.53,4.15,10.13,16.1,11,2.076509127,5.75,45.5,915,1406,1214,1379,1223,1176,1326,16,15,19,13,19,14,19,32,10,15,11,12,22,11,69,77,68,79,70,67,73,24,23,23,26,21,25,22,104,5,17,5,12,26,8
Canyon_Grassland_CG1_PSSP2_ctrl_one_yr,46.484,-116.849,ID,Cold Deserts,667.71,42.09,489.53,4.15,10.13,16.1,14,2.393867201,5,31.5,915,1406,1214,1379,1223,1176,1326,16,15,19,13,19,14,19,32,10,15,11,12,22,11,69,77,68,79,70,67,73,24,23,23,26,21,25,22,104,5,17,5,12,26,8
Canyon_Grassland_CG1_PSSP3_ctrl_one_yr,46.484,-116.849,ID,Cold Deserts,667.71,42.09,489.53,4.15,10.13,16.1,13,2.343499745,5.75,42,915,1406,1214,1379,1223,1176,1326,16,15,19,13,19,14,19,32,10,15,11,12,22,11,69,77,68,79,70,67,73,24,23,23,26,21,25,22,104,5,17,5,12,26,8
Canyon_Grassland_CG2_FEID1_ctrl_one_yr,46.483,-116.847,ID,Cold Deserts,657.14,17.7,484.69,4.18,10.17,16.16,17,2.302376218,10.75,4,954,1379,1234,1373,1229,1195,1324,20,19,20,18,22,19,22,32,10,16,11,12,18,11,69,78,68,79,70,68,74,21,21,21,25,20,22,19,77,5,15,6,11,23,7
Canyon_Grassland_CG2_FEID2_ctrl_one_yr,46.483,-116.847,ID,Cold Deserts,657.14,17.7,484.69,4.18,10.17,16.16,14,2.07696015,12.75,24.5,954,1379,1234,1373,1229,1195,1324,20,19,20,18,22,19,22,32,10,16,11,12,18,11,69,78,68,79,70,68,74,21,21,21,25,20,22,19,77,5,15,6,11,23,7
Canyon_Grassland_CG2_FEID3_ctrl_one_yr,46.483,-116.847,ID,Cold Deserts,657.14,17.7,484.69,4.18,10.17,16.16,16,2.212119914,16.75,1,954,1379,1234,1373,1229,1195,1324,20,19,20,18,22,19,22,32,10,16,11,12,18,11,69,78,68,79,70,68,74,21,21,21,25,20,22,19,77,5,15,6,11,23,7
Canyon_Grassland_CG3_SHRUB1_ctrl_one_yr,46.479,-116.856,ID,Cold Deserts,521.93,74.69,472.55,4.27,10.28,16.29,7,0.93183671,78.5,2.25,888,1387,1221,1381,1227,1139,1305,15,16,19,15,19,14,18,33,8,13,9,11,21,9,68,77,67,79,70,66,73,29,34,29,36,29,33,30,86,5,16,7,12,23,9
Canyon_Grassland_CG3_SHRUB2_ctrl_one_yr,46.479,-116.856,ID,Cold Deserts,521.93,74.69,472.55,4.27,10.28,16.29,11,1.447238324,61.5,14,888,1387,1221,1381,1227,1139,1305,15,16,19,15,19,14,18,33,8,13,9,11,21,9,68,77,67,79,70,66,73,29,34,29,36,29,33,30,86,5,16,7,12,23,9
Canyon_Grassland_CG3_SHRUB3_ctrl_one_yr,46.479,-116.856,ID,Cold Deserts,521.93,74.69,472.55,4.27,10.28,16.29,13,1.414524149,85,3.75,888,1387,1221,1381,1227,1139,1305,15,16,19,15,19,14,18,33,8,13,9,11,21,9,68,77,67,79,70,66,73,29,34,29,36,29,33,30,86,5,16,7,12,23,9
Canyon_Grassland_TC1_PSSP1_ctrl_one_yr,46.008,-116.444,ID,Western Cordillera,1253.03,18.13,575,2.37,7.77,13.16,15,1.667998994,12.75,20.5,722,1391,1103,1351,1198,999,1337,18,24,19,25,22,18,24,33,8,18,9,12,25,10,64,69,64,73,64,63,67,23,28,23,29,23,23,24,237,10,31,12,19,49,12
Canyon_Grassland_TC1_PSSP2_ctrl_one_yr,46.008,-116.444,ID,Western Cordillera,1253.03,18.13,575,2.37,7.77,13.16,10,1.561349421,23.5,22.25,722,1391,1103,1351,1198,999,1337,18,24,19,25,22,18,24,33,8,18,9,12,25,10,64,69,64,73,64,63,67,23,28,23,29,23,23,24,237,10,31,12,19,49,12
Canyon_Grassland_TC1_PSSP3_ctrl_one_yr,46.008,-116.444,ID,Western Cordillera,1253.03,18.13,575,2.37,7.77,13.16,13,1.9422161,12.75,7.25,722,1391,1103,1351,1198,999,1337,18,24,19,25,22,18,24,33,8,18,9,12,25,10,64,69,64,73,64,63,67,23,28,23,29,23,23,24,237,10,31,12,19,49,12
Canyon_Grassland_TC2_SHRUB1_ctrl_one_yr,46.009,-116.444,ID,Western Cordillera,1241.25,18.71,577.08,2.37,7.75,13.14,20,2.590340782,18.75,0.5,693,1372,1125,1351,1229,1008,1344,16,23,18,24,20,17,22,38,10,19,10,13,26,11,64,68,63,72,64,62,66,23,29,24,30,24,24,25,246,8,30,10,17,49,11
Canyon_Grassland_TC2_SHRUB2_ctrl_one_yr,46.009,-116.444,ID,Western Cordillera,1241.25,18.71,577.08,2.37,7.75,13.14,21,2.777458948,24.25,9.25,693,1372,1125,1351,1229,1008,1344,16,23,18,24,20,17,22,38,10,19,10,13,26,11,64,68,63,72,64,62,66,23,29,24,30,24,24,25,246,8,30,10,17,49,11
Canyon_Grassland_TC2_SHRUB3_ctrl_one_yr,46.009,-116.444,ID,Western Cordillera,1241.25,18.71,577.08,2.37,7.75,13.14,24,2.673601709,14.75,0,693,1372,1125,1351,1229,1008,1344,16,23,18,24,20,17,22,38,10,19,10,13,26,11,64,68,63,72,64,62,66,23,29,24,30,24,24,25,246,8,30,10,17,49,11
Canyon_Grassland_TC3_FEID1_ctrl_one_yr,45.961,-116.414,ID,Cold Deserts,1223.12,23.61,516.88,2.44,8.29,14.14,11,1.612667495,31.75,2.25,1031,1438,1150,1383,1219,1119,1315,21,26,26,27,28,20,27,45,11,22,12,15,31,12,66,72,65,74,66,64,71,20,20,19,22,18,21,19,133,8,27,8,14,40,10
Canyon_Grassland_TC3_FEID2_ctrl_one_yr,45.961,-116.414,ID,Cold Deserts,1223.12,23.61,516.88,2.44,8.29,14.14,11,1.929655666,18.5,12,1031,1438,1150,1383,1219,1119,1315,21,26,26,27,28,20,27,45,11,22,12,15,31,12,66,72,65,74,66,64,71,20,20,19,22,18,21,19,133,8,27,8,14,40,10
Canyon_Grassland_TC3_FEID3_ctrl_one_yr,45.961,-116.414,ID,Cold Deserts,1223.12,23.61,516.88,2.44,8.29,14.14,14,2.059729195,14.75,13.25,1031,1438,1150,1383,1219,1119,1315,21,26,26,27,28,20,27,45,11,22,12,15,31,12,66,72,65,74,66,64,71,20,20,19,22,18,21,19,133,8,27,8,14,40,10
Canyon_Grassland_TM1_PSSP1_ctrl_one_yr,46.268,-116.893,ID,Cold Deserts,748.96,46.9,489.43,3.61,9.51,15.4,20,2.325111073,2.5,34.5,786,1412,1206,1397,1211,1075,1319,18,24,24,24,27,19,31,31,10,15,11,12,18,10,69,78,67,80,70,67,75,18,19,17,22,15,18,15,64,5,16,5,12,20,8
Canyon_Grassland_TM1_PSSP2_ctrl_one_yr,46.268,-116.893,ID,Cold Deserts,748.96,46.9,489.43,3.61,9.51,15.4,20,2.620578454,3.25,13,786,1412,1206,1397,1211,1075,1319,18,24,24,24,27,19,31,31,10,15,11,12,18,10,69,78,67,80,70,67,75,18,19,17,22,15,18,15,64,5,16,5,12,20,8
Canyon_Grassland_TM1_PSSP3_ctrl_one_yr,46.268,-116.893,ID,Cold Deserts,748.96,46.9,489.43,3.61,9.51,15.4,18,2.170984389,2.5,49,786,1412,1206,1397,1211,1075,1319,18,24,24,24,27,19,31,31,10,15,11,12,18,10,69,78,67,80,70,67,75,18,19,17,22,15,18,15,64,5,16,5,12,20,8
Canyon_Grassland_TM2_SHRUB1_ctrl_one_yr,46.267,-116.895,ID,Cold Deserts,686.38,19.28,487.59,3.61,9.5,15.4,25,2.58561093,2.5,15.75,726,1358,1158,1339,1180,1045,1266,19,22,23,21,27,19,27,48,11,19,13,14,26,12,68,77,67,80,70,66,74,20,19,18,27,17,19,18,130,5,17,5,11,22,8
Canyon_Grassland_TM2_SHRUB2_ctrl_one_yr,46.267,-116.895,ID,Cold Deserts,686.38,19.28,487.59,3.61,9.5,15.4,25,2.627787868,2.5,18.75,726,1358,1158,1339,1180,1045,1266,19,22,23,21,27,19,27,48,11,19,13,14,26,12,68,77,67,80,70,66,74,20,19,18,27,17,19,18,130,5,17,5,11,22,8
Canyon_Grassland_TM2_SHRUB3_ctrl_one_yr,46.267,-116.895,ID,Cold Deserts,686.38,19.28,487.59,3.61,9.5,15.4,23,2.568690557,3.75,5,726,1358,1158,1339,1180,1045,1266,19,22,23,21,27,19,27,48,11,19,13,14,26,12,68,77,67,80,70,66,74,20,19,18,27,17,19,18,130,5,17,5,11,22,8
Canyon_Grassland_TM3_FEID1_ctrl_one_yr,46.27,-116.91,ID,Cold Deserts,737.96,51.43,480.8,3.74,9.63,15.53,10,1.750413094,13.5,3.25,909,1443,1243,1391,1282,1157,1354,20,23,23,21,31,19,29,37,9,15,9,11,19,10,67,79,66,82,70,65,77,17,18,15,21,14,17,14,76,5,16,5,11,20,7
Canyon_Grassland_TM3_FEID2_ctrl_one_yr,46.27,-116.91,ID,Cold Deserts,737.96,51.43,480.8,3.74,9.63,15.53,9,1.646880626,19,12.25,909,1443,1243,1391,1282,1157,1354,20,23,23,21,31,19,29,37,9,15,9,11,19,10,67,79,66,82,70,65,77,17,18,15,21,14,17,14,76,5,16,5,11,20,7
Canyon_Grassland_TM3_FEID3_ctrl_one_yr,46.27,-116.91,ID,Cold Deserts,737.96,51.43,480.8,3.74,9.63,15.53,9,1.738423338,5,2.5,909,1443,1243,1391,1282,1157,1354,20,23,23,21,31,19,29,37,9,15,9,11,19,10,67,79,66,82,70,65,77,17,18,15,21,14,17,14,76,5,16,5,11,20,7
Canyon_Grassland_WWR1_FEID1_ctrl_one_yr,45.322,-116.389,ID,Western Cordillera,1281.42,18.44,503.39,1.77,8.36,14.95,10,1.729591851,16.75,1,885,1381,1152,1361,1268,1108,1307,20,21,21,22,23,20,23,40,11,19,13,14,23,12,62,69,64,72,64,63,66,30,38,30,38,30,30,32,90,7,19,6,14,29,9
Canyon_Grassland_WWR1_FEID2_ctrl_one_yr,45.322,-116.389,ID,Western Cordillera,1281.42,18.44,503.39,1.77,8.36,14.95,14,1.952934044,8.25,19,885,1381,1152,1361,1268,1108,1307,20,21,21,22,23,20,23,40,11,19,13,14,23,12,62,69,64,72,64,63,66,30,38,30,38,30,30,32,90,7,19,6,14,29,9
Canyon_Grassland_WWR1_FEID3_ctrl_one_yr,45.322,-116.389,ID,Western Cordillera,1281.42,18.44,503.39,1.77,8.36,14.95,14,1.7847277,14.75,2.75,885,1381,1152,1361,1268,1108,1307,20,21,21,22,23,20,23,40,11,19,13,14,23,12,62,69,64,72,64,63,66,30,38,30,38,30,30,32,90,7,19,6,14,29,9
Canyon_Grassland_WWR2_PSSP1_ctrl_one_yr,45.32,-116.389,ID,Western Cordillera,1257.18,36.31,506.36,1.73,8.32,14.91,16,2.136173861,9.5,10.5,814,1391,1132,1393,1257,1078,1295,19,22,20,23,21,19,22,62,11,20,12,13,29,11,63,67,64,70,64,63,66,30,37,30,37,30,30,33,218,6,19,6,15,36,9
Canyon_Grassland_WWR2_PSSP2_ctrl_one_yr,45.32,-116.389,ID,Western Cordillera,1257.18,36.31,506.36,1.73,8.32,14.91,16,2.152869603,7,10.75,814,1391,1132,1393,1257,1078,1295,19,22,20,23,21,19,22,62,11,20,12,13,29,11,63,67,64,70,64,63,66,30,37,30,37,30,30,33,218,6,19,6,15,36,9
Canyon_Grassland_WWR2_PSSP3_ctrl_one_yr,45.32,-116.389,ID,Western Cordillera,1257.18,36.31,506.36,1.73,8.32,14.91,11,1.672486245,6.25,19.25,814,1391,1132,1393,1257,1078,1295,19,22,20,23,21,19,22,62,11,20,12,13,29,11,63,67,64,70,64,63,66,30,37,30,37,30,30,33,218,6,19,6,15,36,9
Canyon_Grassland_WWR3_SHRUB1_ctrl_one_yr,45.323,-116.39,ID,Western Cordillera,1280.78,23.54,503.37,1.78,8.37,14.95,22,2.093498935,12.75,0.5,879,1380,1139,1357,1250,1088,1309,18,21,21,22,23,20,22,44,11,19,12,13,24,12,62,69,64,71,64,63,67,29,37,29,37,30,29,32,127,7,19,6,13,30,8
Canyon_Grassland_WWR3_SHRUB2_ctrl_one_yr,45.323,-116.39,ID,Western Cordillera,1280.78,23.54,503.37,1.78,8.37,14.95,18,2.251970253,13.25,0,879,1380,1139,1357,1250,1088,1309,18,21,21,22,23,20,22,44,11,19,12,13,24,12,62,69,64,71,64,63,67,29,37,29,37,30,29,32,127,7,19,6,13,30,8
Canyon_Grassland_WWR3_SHRUB3_ctrl_one_yr,45.323,-116.39,ID,Western Cordillera,1280.78,23.54,503.37,1.78,8.37,14.95,15,1.805470767,22.5,0.5,879,1380,1139,1357,1250,1088,1309,18,21,21,22,23,20,22,44,11,19,12,13,24,12,62,69,64,71,64,63,67,29,37,29,37,30,29,32,127,7,19,6,13,30,8
catcreek_101_ctrl_one_yr,44.725122,-106.827575,WY,West and South Central Semiarid Prairies,1290.76,30.46,412.72,-0.09,7.35,14.79,9,1.719890805,15,0,1059,1438,1295,1403,1307,1173,1351,25,29,32,27,40,24,35,26,10,18,11,13,21,11,69,81,71,81,74,69,79,29,28,26,34,22,29,23,48,5,14,5,10,18,6
catcreek_101_ctrl_one_yr,44.725122,-106.827575,WY,West and South Central Semiarid Prairies,1290.76,30.46,412.72,-0.09,7.35,14.79,7,1.568441954,62.5,0,1059,1438,1295,1403,1307,1173,1351,25,29,32,27,40,24,35,26,10,18,11,13,21,11,69,81,71,81,74,69,79,29,28,26,34,22,29,23,48,5,14,5,10,18,6
catcreek_213_ctrl_one_yr,44.725122,-106.827575,WY,West and South Central Semiarid Prairies,1290.76,30.46,412.72,-0.09,7.35,14.79,7,1.618849092,15,2.5,1059,1438,1295,1403,1307,1173,1351,25,29,32,27,40,24,35,26,10,18,11,13,21,11,69,81,71,81,74,69,79,29,28,26,34,22,29,23,48,5,14,5,10,18,6
catcreek_213_ctrl_one_yr,44.725122,-106.827575,WY,West and South Central Semiarid Prairies,1290.76,30.46,412.72,-0.09,7.35,14.79,7,1.625057433,15,15,1059,1438,1295,1403,1307,1173,1351,25,29,32,27,40,24,35,26,10,18,11,13,21,11,69,81,71,81,74,69,79,29,28,26,34,22,29,23,48,5,14,5,10,18,6
catcreek_307_ctrl_one_yr,44.725122,-106.827575,WY,West and South Central Semiarid Prairies,1290.76,30.46,412.72,-0.09,7.35,14.79,6,1.164023432,37.5,15,1059,1438,1295,1403,1307,1173,1351,25,29,32,27,40,24,35,26,10,18,11,13,21,11,69,81,71,81,74,69,79,29,28,26,34,22,29,23,48,5,14,5,10,18,6
catcreek_307_ctrl_one_yr,44.725122,-106.827575,WY,West and South Central Semiarid Prairies,1290.76,30.46,412.72,-0.09,7.35,14.79,3,0.443757284,62.5,15,1059,1438,1295,1403,1307,1173,1351,25,29,32,27,40,24,35,26,10,18,11,13,21,11,69,81,71,81,74,69,79,29,28,26,34,22,29,23,48,5,14,5,10,18,6
chipmunk_road_1_ctrl_one_yr,43.184,-116.821,ID,Cold Deserts,1680.43,6.07,540.98,1.55,7.6,13.64,8,1.816058742,2.4,26.4,1032,1497,1202,1444,1209,1147,1296,16,15,20,15,27,15,24,29,10,18,11,14,19,10,66,71,67,72,68,66,69,35,46,33,49,31,36,35,71,5,15,4,10,24,7
chipmunk_road_2_ctrl_one_yr,43.184,-116.821,ID,Cold Deserts,1680.43,6.07,540.98,1.55,7.6,13.64,10,2.10632633,1.8,51,1032,1497,1202,1444,1209,1147,1296,16,15,20,15,27,15,24,29,10,18,11,14,19,10,66,71,67,72,68,66,69,35,46,33,49,31,36,35,71,5,15,4,10,24,7
