Plot,Lat,Lon,State,Region,Elevation,Slope,MAP,T_min,MAT,T_max,rich,Shannon,litter,bare_rock,BD0cm,BD100cm,BD15cm,Bd200cm,BD30cm,BD5cm,BD60cm,Clay0cm,Clay100cm,Clay15cm,Clay200cm,Clay30cm,Clay5cm,Clay60cm,N0cm,N100cm,N15cm,N200cm,N30cm,N5cm,N60cm,pH0cm,pH100cm,pH15cm,pH200cm,pH30cm,pH5cm,pH60cm,Sand0cm,Sand100cm,Sand15cm,Sand200cm,Sand30cm,Sand5cm,Sand60cm,SOC0cm,SOC100cm,SOC15cm,SOC200cm,SOC30cm,SOC5cm,SOC60cm
Sheridan_688_ctrl_one_yr,44.846758,-107.050275,WY,West and South Central Semiarid Prairies,1285.32,24.52,418.79,-0.31,7.35,15,13,1.564929068,30,2.5,1051,1434,1221,1359,1319,1172,1346,28,33,33,29,42,29,38,58,39,45,39,41,52,40,66,79,68,79,71,66,77,36,36,33,44,27,38,31,79,6,15,6,11,23,8
Sheridan_691_ctrl_one_yr,44.846758,-107.050275,WY,West and South Central Semiarid Prairies,1285.32,24.52,418.79,-0.31,7.35,15,10,1.82355196,18.33,59.17,1051,1434,1221,1359,1319,1172,1346,28,33,33,29,42,29,38,58,39,45,39,41,52,40,66,79,68,79,71,66,77,36,36,33,44,27,38,31,79,6,15,6,11,23,8
Sheridan_700_ctrl_one_yr,44.846758,-107.050275,WY,West and South Central Semiarid Prairies,1285.32,24.52,418.79,-0.31,7.35,15,10,2.215483449,38.33,2.5,1051,1434,1221,1359,1319,1172,1346,28,33,33,29,42,29,38,58,39,45,39,41,52,40,66,79,68,79,71,66,77,36,36,33,44,27,38,31,79,6,15,6,11,23,8
Sheridan_709_ctrl_one_yr,44.846758,-107.050275,WY,West and South Central Semiarid Prairies,1285.32,24.52,418.79,-0.31,7.35,15,18,2.316732868,15,15,1051,1434,1221,1359,1319,1172,1346,28,33,33,29,42,29,38,58,39,45,39,41,52,40,66,79,68,79,71,66,77,36,36,33,44,27,38,31,79,6,15,6,11,23,8
Sheridan_721_ctrl_one_yr,44.846758,-107.050275,WY,West and South Central Semiarid Prairies,1285.32,24.52,418.79,-0.31,7.35,15,18,1.998553541,30,22.5,1051,1434,1221,1359,1319,1172,1346,28,33,33,29,42,29,38,58,39,45,39,41,52,40,66,79,68,79,71,66,77,36,36,33,44,27,38,31,79,6,15,6,11,23,8
Sheridan_727_ctrl_one_yr,44.846758,-107.050275,WY,West and South Central Semiarid Prairies,1285.32,24.52,418.79,-0.31,7.35,15,6,1.291088008,54.17,8.33,1051,1434,1221,1359,1319,1172,1346,28,33,33,29,42,29,38,58,39,45,39,41,52,40,66,79,68,79,71,66,77,36,36,33,44,27,38,31,79,6,15,6,11,23,8
Sheridan_739_ctrl_one_yr,44.846758,-107.050275,WY,West and South Central Semiarid Prairies,1285.32,24.52,418.79,-0.31,7.35,15,15,1.859593538,30.83,37.5,1051,1434,1221,1359,1319,1172,1346,28,33,33,29,42,29,38,58,39,45,39,41,52,40,66,79,68,79,71,66,77,36,36,33,44,27,38,31,79,6,15,6,11,23,8
Sheridan_751_ctrl_one_yr,44.846758,-107.050275,WY,West and South Central Semiarid Prairies,1285.32,24.52,418.79,-0.31,7.35,15,15,1.786532281,38.33,25.83,1051,1434,1221,1359,1319,1172,1346,28,33,33,29,42,29,38,58,39,45,39,41,52,40,66,79,68,79,71,66,77,36,36,33,44,27,38,31,79,6,15,6,11,23,8
Sheridan_772_ctrl_one_yr,44.846758,-107.050275,WY,West and South Central Semiarid Prairies,1285.32,24.52,418.79,-0.31,7.35,15,8,0.885723013,37.5,22.5,1051,1434,1221,1359,1319,1172,1346,28,33,33,29,42,29,38,58,39,45,39,41,52,40,66,79,68,79,71,66,77,36,36,33,44,27,38,31,79,6,15,6,11,23,8
sparta_1_ctrl_one_yr,44.84,-117.426,OR,Western Cordillera,927.48,6.48,516.25,1.41,8.73,16.04,12,1.689124079,32.2,20.8,1238,1415,1213,1416,1226,1198,1329,11,10,17,9,15,12,13,17,8,11,9,11,14,9,68,76,69,77,70,68,74,62,67,59,67,59,62,63,32,3,9,3,7,12,5
sparta_2_ctrl_one_yr,44.84,-117.426,OR,Western Cordillera,927.48,6.48,516.25,1.41,8.73,16.04,11,1.646168003,30.4,18.8,1238,1415,1213,1416,1226,1198,1329,11,10,17,9,15,12,13,17,8,11,9,11,14,9,68,76,69,77,70,68,74,62,67,59,67,59,62,63,32,3,9,3,7,12,5
sparta_3_ctrl_one_yr,44.84,-117.426,OR,Western Cordillera,927.48,6.48,516.25,1.41,8.73,16.04,9,1.938860195,13.2,26.6,1238,1415,1213,1416,1226,1198,1329,11,10,17,9,15,12,13,17,8,11,9,11,14,9,68,76,69,77,70,68,74,62,67,59,67,59,62,63,32,3,9,3,7,12,5
spring_creek_5G1__ctrl_one_yr,45.12,-106.91,MT,West and South Central Semiarid Prairies,1149.58,5.27,365.58,-0.47,7.46,15.4,13,1.711770314,63.17,8.58,1267,1381,1274,1390,1342,1280,1367,21,25,25,25,28,23,28,5,9,11,10,10,12,10,71,80,74,80,77,71,80,37,33,34,34,30,35,32,30,5,10,5,9,15,7
spring_creek_5G2__ctrl_one_yr,45.12,-106.91,MT,West and South Central Semiarid Prairies,1149.58,5.27,365.58,-0.47,7.46,15.4,12,1.948022746,49.67,20.67,1267,1381,1274,1390,1342,1280,1367,21,25,25,25,28,23,28,5,9,11,10,10,12,10,71,80,74,80,77,71,80,37,33,34,34,30,35,32,30,5,10,5,9,15,7
spring_creek_6E1__ctrl_one_yr,45.12,-106.91,MT,West and South Central Semiarid Prairies,1149.58,5.27,365.58,-0.47,7.46,15.4,13,1.375580625,69.08,4.77,1267,1381,1274,1390,1342,1280,1367,21,25,25,25,28,23,28,5,9,11,10,10,12,10,71,80,74,80,77,71,80,37,33,34,34,30,35,32,30,5,10,5,9,15,7
spring_creek_6E2__ctrl_one_yr,45.12,-106.91,MT,West and South Central Semiarid Prairies,1149.58,5.27,365.58,-0.47,7.46,15.4,11,1.320812904,71.25,4.76,1267,1381,1274,1390,1342,1280,1367,21,25,25,25,28,23,28,5,9,11,10,10,12,10,71,80,74,80,77,71,80,37,33,34,34,30,35,32,30,5,10,5,9,15,7
spring_creek_6E3__ctrl_one_yr,45.12,-106.91,MT,West and South Central Semiarid Prairies,1149.58,5.27,365.58,-0.47,7.46,15.4,6,0.846743295,58.83,14.42,1267,1381,1274,1390,1342,1280,1367,21,25,25,25,28,23,28,5,9,11,10,10,12,10,71,80,74,80,77,71,80,37,33,34,34,30,35,32,30,5,10,5,9,15,7
spring_creek_7E1__ctrl_one_yr,45.12,-106.91,MT,West and South Central Semiarid Prairies,1149.58,5.27,365.58,-0.47,7.46,15.4,10,0.698717583,25.08,8.58,1267,1381,1274,1390,1342,1280,1367,21,25,25,25,28,23,28,5,9,11,10,10,12,10,71,80,74,80,77,71,80,37,33,34,34,30,35,32,30,5,10,5,9,15,7
Strawberry_Lookout_LIDA_ctrl_one_yr_1,46.473333,-111.885833,MT,Cold Deserts,1618,26.59,463.87,5.03,-1.62,11.69,27,2.146756893,62.905,21.35,724,1575,1175,1558,1329,985,1396,11,13,12,14,12,11,14,63,10,22,11,14,39,11,63,68,63,69,64,62,66,59,68,59,68,62,60,64,192,7,20,6,11,57,8
Strawberry_Lookout_LIDA_ctrl_one_yr_2,46.473333,-111.885833,MT,Cold Deserts,1618,26.59,463.87,5.03,-1.62,11.69,23,1.998437185,77.15,9.1,724,1575,1175,1558,1329,985,1396,11,13,12,14,12,11,14,63,10,22,11,14,39,11,63,68,63,69,64,62,66,59,68,59,68,62,60,64,192,7,20,6,11,57,8
Top_2_ctrl_one_yr,41.202854,-104.871798,WY,West and South Central Semiarid Prairies,1940,0.02,391.93,0.42,7.45,14.48,4,1.049612366,52.5,1,1196,1472,1321,1368,1337,1252,1367,17,16,20,14,26,17,19,16,8,16,9,11,16,8,70,80,73,81,75,69,78,63,69,63,69,62,63,65,33,4,13,3,9,19,6
whiskey_hill_1_ctrl_one_yr,43.185,-116.778,ID,Cold Deserts,1377.05,12.45,421.29,1.46,8.11,14.77,7,1.089426016,19,0.6,1092,1497,1227,1453,1274,1204,1371,16,14,18,14,24,13,20,20,8,13,9,11,15,9,68,77,70,78,71,68,76,57,61,56,63,51,58,57,46,4,10,3,8,17,5
whiskey_hill_2_ctrl_one_yr,43.185,-116.778,ID,Cold Deserts,1377.05,12.45,421.29,1.46,8.11,14.77,7,1.466650654,24.6,13.8,1092,1497,1227,1453,1274,1204,1371,16,14,18,14,24,13,20,20,8,13,9,11,15,9,68,77,70,78,71,68,76,57,61,56,63,51,58,57,46,4,10,3,8,17,5
whiskey_hill_3_ctrl_one_yr,43.185,-116.778,ID,Cold Deserts,1377.05,12.45,421.29,1.46,8.11,14.77,10,2.016134908,15,3.8,1092,1497,1227,1453,1274,1204,1371,16,14,18,14,24,13,20,20,8,13,9,11,15,9,68,77,70,78,71,68,76,57,61,56,63,51,58,57,46,4,10,3,8,17,5
wolf_101_ctrl_one_yr,44.813222,-107.177531,WY,West and South Central Semiarid Prairies,1297.1,12.35,449.25,-0.26,7.23,14.72,17,1.906272287,30,1,1157,1408,1317,1419,1348,1166,1373,24,21,29,19,30,24,28,23,10,16,10,13,21,11,67,77,69,77,70,67,76,37,44,34,52,32,37,34,86,11,16,11,12,22,14
wolf_203_ctrl_one_yr,44.813222,-107.177531,WY,West and South Central Semiarid Prairies,1297.1,12.35,449.25,-0.26,7.23,14.72,16,1.910831563,20,5,1157,1408,1317,1419,1348,1166,1373,24,21,29,19,30,24,28,23,10,16,10,13,21,11,67,77,69,77,70,67,76,37,44,34,52,32,37,34,86,11,16,11,12,22,14
wolf_301_ctrl_one_yr,44.813222,-107.177531,WY,West and South Central Semiarid Prairies,1297.1,12.35,449.25,-0.26,7.23,14.72,11,1.32315785,20,5,1157,1408,1317,1419,1348,1166,1373,24,21,29,19,30,24,28,23,10,16,10,13,21,11,67,77,69,77,70,67,76,37,44,34,52,32,37,34,86,11,16,11,12,22,14
wolf_411_ctrl_one_yr,44.813222,-107.177531,WY,West and South Central Semiarid Prairies,1297.1,12.35,449.25,-0.26,7.23,14.72,15,1.510958344,20,5,1157,1408,1317,1419,1348,1166,1373,24,21,29,19,30,24,28,23,10,16,10,13,21,11,67,77,69,77,70,67,76,37,44,34,52,32,37,34,86,11,16,11,12,22,14
