Plot,ALMY,APIN,BRAR,BRBR5,BRHO2,BRRA2,BRSE,BRST2,BRTE,TACA,VEDU,VUBR,VUMY
Preacher_Creek_unburned_one_yr_4,0,0,0,0,0,0,0,0,0.93756,0,0,0,0
Preacher_Creek_unburned_one_yr_5,0,0,0,0,0,0,0,0,1.62506,0,0,0,0
Red_Bluff_1_ctrl_one_yr,0,0,0,0,0,0,0,0,16.93,0,0,0,0
Red_Bluff_2_ctrl_one_yr,0,0,0,0,0,0,0,0,7.86,0,0,0,0
Red_Bluff_3_ctrl_one_yr,0,0,0,0,0,0,0,0,11.21,0,0,0,0
Red_Bluff_climate_1_ctrl_one_yr,0,0,0,0,0,0,0,0,11,0,0,0,0
Red_Bluff_climate_113_ctrl_one_yr,0,0,0,0,0,0,0,0,4,0,0,0,0
Red_Bluff_climate_114_ctrl_one_yr,0,0,0,0,0,0,0,0,2,0,0,0,0
Red_Bluff_climate_117_ctrl_one_yr,0,0,0,0,0,0,0,0,1,0,0,0,0
Red_Bluff_climate_17_ctrl_one_yr,0,0,0,0,0,0,0,0,7,0,0,0,0
Red_Bluff_climate_22_ctrl_one_yr,0,0,0,0,0,0,0,0,0.1,0,0,0,0
Red_Bluff_climate_23_ctrl_one_yr,0,0,0,0,0,0,0,0,3,0,0,0,0
Red_Bluff_climate_24_ctrl_one_yr,0,0,0,0,0,0,0,0,7,0,0,0,0
Red_Bluff_climate_3_ctrl_one_yr,0,0,0,0,0,0,0,0,14,0,0,0,0
Red_Bluff_climate_35_ctrl_one_yr,0,0,0,0,0,0,0,0,45,0,0,0,0
Red_Bluff_climate_38_ctrl_one_yr,0,0,0,0,0,0,0,0,20,0,0,0,0
Red_Bluff_climate_58_ctrl_one_yr,0,0,0,0,0,0,0,0,2,0,0,0,0
Red_Bluff_climate_62_ctrl_one_yr,0,0,0,0,0,0,0,0,50,0,0,0,0
Red_Bluff_climate_63_ctrl_one_yr,0,0,0,0,0,0,0,0,5,0,0,0,0
Red_Bluff_climate_64_ctrl_one_yr,0,0,0,0,0,0,0,0,8,0,0,0,0
Red_Bluff_climate_69_ctrl_one_yr,0,0,0,0,0,0,0,0,1,0,0,0,0
Red_Bluff_climate_73_ctrl_one_yr,0,0,0,0,0,0,0,0,13,0,0,0,0
Red_Bluff_climate_74_ctrl_one_yr,0,0,0,0,0,0,0,0,45,0,0,0,0
Red_Bluff_climate_80_ctrl_one_yr,0,0,0,0,0,0,0,0,4,0,0,0,0
Red_Bluff_climate_82_ctrl_one_yr,0,0,0,0,0,0,0,0,21,0,0,0,0
Red_Bluff_climate_89_ctrl_one_yr,0,0,0,0,0,0,0,0,3,0,0,0,0
Red_Bluff_climate_92_ctrl_one_yr,0,0,0,0,0,0,0,0,50,0,0,0,0
Red_Bluff_unburned_one_yr_1,0,0,0,0,0,0,0,0,1.96881,0,0,0,0
Red_Bluff_unburned_one_yr_2,0,0,0,0,0,0,0,0,5.37506,0,0,0,0
Red_Bluff_unburned_one_yr_3,0,0,0,0,0,0,0,0,0.81263,0,0,0,0
Red_Bluff_unburned_one_yr_4,0,0,0,0,0,0,0,0,2.87508,0,0,0,0
Red_Bluff_unburned_one_yr_5,0,0,0,0,0,0,0,0,1.83342,0,0,0,0
reeds_grove_1_ctrl_one_yr,0,0,12.4,0,0,0,0,0,3.8,0,1.8,0,0
reeds_grove_2_ctrl_one_yr,0,0,30,0,0,0,0,0,3.6,0,1.8,0,0
reeds_grove_3_ctrl_one_yr,0,0,14,0,0,0,0,0,13.2,0,7.6,0,0
reeds_grove_lower_1_ctrl_one_yr,0,0,15.6,0,0,0,0,0,1.8,0,3.8,0,0
reeds_grove_lower_2_ctrl_one_yr,0,0,7.6,0,0,0,0,0,0,0,3.8,0,0
reeds_grove_lower_3_ctrl_one_yr,0,0,12,0,0,0,0,0,0.6,0,0,0,0
Rinker_Rock_1_near_one_yr_ctrl,0,0,0,0,0,0,0,0,1.8,0,0,0,0
Rinker_Rock_1_near_one_yr_ctrl,0,0,0,0,0,0,0,0,1.8,0,0,0,0
Rinker_Rock_2_far_one_yr_ctrl,0,0,0.6,0,0,0,0,0,19.6,0,0,0,0
Rinker_Rock_2_far_one_yr_ctrl,0,0,0.6,0,0,0,0,0,19.6,0,0,0,0
Rinker_Rock_201_near_one_yr_ctrl,0,0,3,0,0,0,0,0,8.8,0,0,0,0
Rinker_Rock_201_near_one_yr_ctrl,0,0,3,0,0,0,0,0,8.8,0,0,0,0
Rinker_Rock_202_far_one_yr_ctrl,0,0,3.8,0,0,0,0,0,2.4,0,0,0,0
Rinker_Rock_202_far_one_yr_ctrl,0,0,3.8,0,0,0,0,0,2.4,0,0,0,0
Rinker_Rock_203_near_one_yr_ctrl,0,0,13.6,0,0,0,0,0,4.2,0,0,0,0
Rinker_Rock_203_near_one_yr_ctrl,0,0,13.6,0,0,0,0,0,4.2,0,0,0,0
Rinker_Rock_204_far_one_yr_ctrl,0,0,4.2,0,0,0,0,0,0.6,0,0,0,0
Rinker_Rock_204_far_one_yr_ctrl,0,0,4.2,0,0,0,0,0,0.6,0,0,0,0
Rinker_Rock_205_near_one_yr_ctrl,0,0,5.6,0,0,0,0,0,0.6,0,0,0,0
Rinker_Rock_205_near_one_yr_ctrl,0,0,5.6,0,0,0,0,0,0.6,0,0,0,0
Rinker_Rock_206_far_one_yr_ctrl,0,0,0,0,0,0,0,0,2.4,0,0,0,0
Rinker_Rock_206_far_one_yr_ctrl,0,0,0,0,0,0,0,0,2.4,0,0,0,0
Rinker_Rock_3_near_one_yr_ctrl,0,0,2.4,0,0,0,0,0,1.2,0,0,0,0
Rinker_Rock_3_near_one_yr_ctrl,0,0,2.4,0,0,0,0,0,1.2,0,0,0,0
Rinker_Rock_4_far_one_yr_ctrl,0,0,9.4,0,0,0,0,0,6.6,0,0,0,0
Rinker_Rock_4_far_one_yr_ctrl,0,0,9.4,0,0,0,0,0,6.6,0,0,0,0
Rinker_Rock_401_near_one_yr_ctrl,0,0,6.6,0,0,0,0,0,18.2,0,0,0,0
Rinker_Rock_401_near_one_yr_ctrl,0,0,6.6,0,0,0,0,0,18.2,0,0,0,0
Rinker_Rock_402_far_one_yr_ctrl,0,0,17.4,0,0,0,0,0,5,0,0,0,0
Rinker_Rock_402_far_one_yr_ctrl,0,0,17.4,0,0,0,0,0,5,0,0,0,0
Rinker_Rock_403_near_one_yr_ctrl,0,0,7.8,0,0,0,0,0,1.8,0,0,0,0
Rinker_Rock_403_near_one_yr_ctrl,0,0,7.8,0,0,0,0,0,1.8,0,0,0,0
Rinker_Rock_404_far_one_yr_ctrl,0,0,1.2,0,0,0,0,0,1.2,0,0,0,0
Rinker_Rock_404_far_one_yr_ctrl,0,0,1.2,0,0,0,0,0,1.2,0,0,0,0
Rinker_Rock_405_near_one_yr_ctrl,0,0,8.6,0,0,0,0,0,23.8,0,0,0,0
Rinker_Rock_405_near_one_yr_ctrl,0,0,8.6,0,0,0,0,0,23.8,0,0,0,0
Rinker_Rock_406_far_one_yr_ctrl,0,0,8.6,0,0,0,0,0,23.8,0,0,0,0
Rinker_Rock_406_far_one_yr_ctrl,0,0,8.6,0,0,0,0,0,23.8,0,0,0,0
Rinker_Rock_5_near_one_yr_ctrl,0,0,9.4,0,0,0,0,0,6.6,0,0,0,0
Rinker_Rock_5_near_one_yr_ctrl,0,0,9.4,0,0,0,0,0,6.6,0,0,0,0
Rinker_Rock_6_far_one_yr_ctrl,0,0,0,0,0,0,0,0,2.4,0,0,0,0
Rinker_Rock_6_far_one_yr_ctrl,0,0,0,0,0,0,0,0,2.4,0,0,0,0
Rinker_Rock_601_near_one_yr_ctrl,0,0,1.2,0,0,0,0,0,4.2,0,0,0,0
Rinker_Rock_601_near_one_yr_ctrl,0,0,1.2,0,0,0,0,0,4.2,0,0,0,0
Rinker_Rock_602_far_one_yr_ctrl,0,0,0,0,0,0,0,0,5.4,0,0,0,0
Rinker_Rock_602_far_one_yr_ctrl,0,0,0,0,0,0,0,0,5.4,0,0,0,0
Rinker_Rock_603_near_one_yr_ctrl,11.4,0,2.4,0,0,0,0,0,0,0,0,0,0
Rinker_Rock_603_near_one_yr_ctrl,11.4,0,2.4,0,0,0,0,0,0,0,0,0,0
Rinker_Rock_604_far_one_yr_ctrl,0,0,0,0,0,0,0,0,0,0,0,0,0
Rinker_Rock_604_far_one_yr_ctrl,0,0,0,0,0,0,0,0,0,0,0,0,0
Rinker_Rock_605_near_one_yr_ctrl,10.6,0,21.4,0,0,0,0,0,0,0,0,0,0
Rinker_Rock_605_near_one_yr_ctrl,10.6,0,21.4,0,0,0,0,0,0,0,0,0,0
Rinker_Rock_606_far_one_yr_ctrl,3.8,0,18.2,0,0,0,0,0,0,0,0,0,0
Rinker_Rock_606_far_one_yr_ctrl,3.8,0,18.2,0,0,0,0,0,0,0,0,0,0
Rinker_Rock_607_near_one_yr_ctrl,0,0,5,0,0,0,0,0,0,0,0,0,0
Rinker_Rock_607_near_one_yr_ctrl,0,0,5,0,0,0,0,0,0,0,0,0,0
Rinker_Rock_608_far_one_yr_ctrl,0,0,0,0,0,0,0,0,0,0,0,0,0
Rinker_Rock_608_far_one_yr_ctrl,0,0,0,0,0,0,0,0,0,0,0,0,0
Rinker_Rock_7_near_one_yr_ctrl,0,0,6.2,0,0,0,0,0,3.8,0,0,0,0
Rinker_Rock_7_near_one_yr_ctrl,0,0,6.2,0,0,0,0,0,3.8,0,0,0,0
Rinker_Rock_8_far_one_yr_ctrl,0,0,30.8,0,0,0,0,0,3.8,0,0,0,0
Rinker_Rock_8_far_one_yr_ctrl,0,0,30.8,0,0,0,0,0,3.8,0,0,0,0
Rocky_Hill_LIDA_ctrl_one_yr_1,0,0,0,0,0,0,0,0,0.015,0,0,0,0
Rocky_Hill_LIDA_ctrl_one_yr_2,0,0,0,0,0,0,0,0,0.02,0,0,0,0
Rocky_Hill_LIDA_ctrl_one_yr_3,0,0,0,0,0,0,0,0,0.1,0,0,0,0
Saratoga_193_ctrl_one_yr,0,0,0,0,0,0,0,0,0,0,0,0,0
Saratoga_196_ctrl_one_yr,0,0,0,0,0,0,0,0,0,0,0,0,0
Saratoga_199_ctrl_one_yr,0,0,0,0,0,0,0,0,0,0,0,0,0
Saratoga_222_ctrl_one_yr,0,0,0,0,0,0,0,0,5.83,0,0,0,0
Saratoga_225_ctrl_one_yr,0,0,0,0,0,0,0,0,0.83,0,0,0,0
Saratoga_240_ctrl_one_yr,0,0,0,0,0,0,0,0,42.5,0,0,0,0
Saratoga_250_ctrl_one_yr,0,0,0,0,0,0,0,0,1.67,0,0,0,0
Saratoga_253_ctrl_one_yr,0,0,0,0,0,0,0,0,26.67,0,0,0,0
Saratoga_268_ctrl_one_yr,0,0,0,0,0,0,0,0,13.33,0,0,0,0
Saratoga_271_ctrl_one_yr,0,0,0,0,0,0,0,0,18.33,0,0,0,0
Saratoga_277_ctrl_one_yr,0,0,0,0,0,0,0,0,15,0,0,0,0
Saratoga_286_ctrl_one_yr,0,0,0,0,0,0,0,0,45.83,0,0,0,0
Saratoga_289_ctrl_one_yr,0,0,0,0,0,0,0,0,30,0,0,0,0
Saratoga_301_ctrl_one_yr,0,0,0,0,0,0,0,0,22.5,0,0,0,0
Saratoga_325_ctrl_one_yr,0,0,0,0,0,0,0,0,18.33,0,0,0,0
Saratoga_328_ctrl_one_yr,0,0,0,0,0,0,0,0,38.33,0,0,0,0
Saratoga_343_ctrl_one_yr,0,0,0,0,0,0,0,0,30,0,0,0,0
Saratoga_346_ctrl_one_yr,0,0,0,0,0,0,0,0,30,0,0,0,0
Saratoga_355_ctrl_one_yr,0,0,0,0,0,0,0,0,46.67,0,0,0,0
Saratoga_373_ctrl_one_yr,0,0,0,0,0,0,0,0,10,0,0,0,0
Saratoga_376_ctrl_one_yr,0,0,0,0,0,0,0,0,45.83,0,0,0,0
Sas_1_ctrl_one_yr,0,0,0.86,0,0,0,0,0,0,0,23,0,0
Sas_2_ctrl_one_yr,0,0,0.93,0,0,0,0,0,0,0,47.43,0,0
Sas_3_ctrl_one_yr,0,0,3.64,0,0,0,0,0,0,0,30,0,0
schwenkfelder_1_ctrl_one_yr,0,0,20.6,0,0,0,0,0,0,1.8,13.8,0,0
schwenkfelder_2_ctrl_one_yr,0,0,6.2,0,0,0,0,0,0,1.8,8,0,0
schwenkfelder_3_ctrl_one_yr,0,0,4.6,0,0,0,0,0,0,0,7.6,0,0
Sheridan_613_ctrl_one_yr,0,0,2.5,0,0,0,0,0,1.67,0,0,0,0
Sheridan_619_ctrl_one_yr,0,0,2.5,0,0,0,0,0,1.67,0,2.5,0,0
Sheridan_631_ctrl_one_yr,0,0,2.5,0,0,0,0,0,6.67,0,0.83,0,0
Sheridan_637_ctrl_one_yr,0,0,2.5,0,0,0,0,0,2.5,0,0,0,0
Sheridan_648_ctrl_one_yr,0,0,2.5,0,0,0,0,0,1.67,0,0,0,0
Sheridan_655_ctrl_one_yr,0,0,15,0,0,0,0,0,1.67,0,2.5,0,0
Sheridan_667_ctrl_one_yr,0,0,6.67,0,0,0,0,0,6.67,0,0,0,0
Sheridan_676_ctrl_one_yr,0,0,2.5,0,0,0,0,0,6.67,0,1.67,0,0
Sheridan_679_ctrl_one_yr,0,0,2.5,0,0,0,0,0,1.67,0,1.67,0,0
Sheridan_688_ctrl_one_yr,0,0,1.67,0,0,0,0,0,2.5,0,1.67,0,0
Sheridan_691_ctrl_one_yr,0,0,2.5,0,0,0,0,0,1.67,0,0,0,0
Sheridan_700_ctrl_one_yr,0,0,2.5,0,0,0,0,0,1.67,0,0,0,0
Sheridan_709_ctrl_one_yr,0,0,10.83,0,0,0,0,0,6.67,0,1.67,0,0
Sheridan_721_ctrl_one_yr,0,0,2.5,0,0,0,0,0,2.5,0,0.83,0,0
Sheridan_727_ctrl_one_yr,0,0,1.67,0,0,0,0,0,2.5,0,0,0,0
Sheridan_739_ctrl_one_yr,0,0,0.83,0,0,0,0,0,30,0,0.83,0,0
Sheridan_751_ctrl_one_yr,0,0,0,0,0,0,0,0,6.67,0,0.83,0,0
Sheridan_772_ctrl_one_yr,0,0,0,0,0,0,0,0,38.33,0,0,0,0
sparta_1_ctrl_one_yr,0,0,0,0,0,0,0,0,3.6,21.4,1.2,0,0
sparta_2_ctrl_one_yr,0,0,0.6,0,0,0,0,0,5.4,26.6,1.8,0,0
sparta_3_ctrl_one_yr,0,0,1.2,0,0,0,0,0,13.8,0,1.8,0,0
spring_creek_5G1__ctrl_one_yr,0,0,3,0,0,0,0,0,8.83,0,0,0,0
spring_creek_5G2__ctrl_one_yr,0,0,6.33,0,0,0,0,0,6.08,0,0,0,0
spring_creek_6E1__ctrl_one_yr,0,0,1.18,0,0,0,0,0,2.67,0,0,0,0
spring_creek_6E2__ctrl_one_yr,0,0,2.85,0,0,0,0,0,0.59,0,0,0,0
spring_creek_6E3__ctrl_one_yr,0,0,0.08,0,0,0,0,0,0,0,0,0,0
spring_creek_7E1__ctrl_one_yr,0,0,5.5,0,0,0,0,0,57.42,0,0,0,0
Strawberry_Lookout_LIDA_ctrl_one_yr_1,0,0,0.22,0,0,0,0,0,0,0,0,0,0
Strawberry_Lookout_LIDA_ctrl_one_yr_2,0,0,0.13,0,0,0,0,0,0,0,0,0,0
Top_2_ctrl_one_yr,0,0,0,0,0,0,0,0,0,0,0,0,0
whiskey_hill_1_ctrl_one_yr,0,0,0,0,0,0,0,0,44.2,0,7.6,0,0
whiskey_hill_2_ctrl_one_yr,0,0,1.8,0,0,0,0,0,16.8,0,12.4,0,0
whiskey_hill_3_ctrl_one_yr,0,0,8.6,0,0,0,0,0,15.6,0,1.8,0,0
wolf_101_ctrl_one_yr,0,0,1.5,0,0,0,0,0,0,0,40,0,0
wolf_203_ctrl_one_yr,0,0,1.5,0,0,0,0,0,0,0,30,0,0
wolf_301_ctrl_one_yr,0,0,1.5,0,0,0,0,0,0,0,40,0,0
wolf_411_ctrl_one_yr,0,0,0,0,0,0,0,0,0,0,50,0,0
