"Plot","Arnica.sororia","BRAR","BRTE","Cirsium.arvense","Collinsia.parviflora","Collomia.linearis","Poa.secunda","Sisymbrium.altissimum","Taraxacum.officinale","Artemisia.ludoviciana","Balsamorhiza.sagittata","Crepis.acuminata","Lactuca.serriola","Microsteris.gracilis","Phlox.longifolia","Polygonum.douglasii","Artemisia.tridentata","Tetradymia.canescens","Thlaspi.arvense","Chenopodium.leptophyllum","Cynoglossum.officinale","Festuca.idahoensis","Galium.aparine","Geum.triflorum","Heterotheca.villosa","Lithospermum.ruderale","Poa.bulbosa","Poa.pratensis","Prunus.virginiana","Symphoricarpos.albus","Zigadenus.venenosus","Allium.cernuum","Arenaria.congesta","Aristida.purpurea","Artemisia.frigida","Besseya.wyomingensis","Bouteloua.gracilis","Comandra.umbellata","Crepis.spp","Danthonia.unispicata","Delphinium.bicolor","Eriogonum.umbellatum","Euphorbia.esula","Liatris.punctata","Oenothera.suffrutescens","Penstemon.eriantherus","Phacelia.linearis","Symphyotrichum.falcatum","Fritillaria.pudica","Lomatium.triternatum","Achnatherum.nelsonii","Antennaria.microphylla","Descurainia.sophia","Koeleria.macrantha","Lactuca.tatarica","Lappula.occidentalis","Lupinus.argenteus","Medicago.lupulina","Pascopyrum.smithii","Sedum.lanceolatum","Vicia.americana","Achnatherum.hymenoides","Agoseris.aurantiaca","Agoseris.glauca","Allium.textile","Alyssum.desertorum","Androsace.occidentalis","Arabis.drummondii","Artemisia.campestris","Artemisia.dracunculus","Astragalus.drummondii","Calamagrostis.montanensis","Camelina.microcarpa","Campanula.rotundifolia","Carex.duriuscula","Carex.filifolia","Castilleja.angustifolia","Chenopodium.berlandieri","Cirsium.vulgare","Cryptantha.ambigua","Danthonia.intermedia","Ericameria.nauseosa","Erigeron.caespitosus","Eriogonum.pauciflorum","Erysimum.inconspicuum","Euphorbia.glyptosperma","Geranium.richardsonii","Gnaphalium.spp","Gutierrezia.sarothrae","Hedeoma.hispida","Helianthus.annuus","Lesquerella.alpina","Lewisia.rediviva","Lithospermum.incisum","Logfia.arvensis","Lygodesmia.juncea","Melilotus.officinalis","Musineon.divaricatum","Nassella.viridula","Oxytropis.besseyi","Oxytropis.lambertii","Oxytropis.sericea","Phacelia.hastata","Phlox.hoodii","Phlox.multiflora","Plantago.patagonica","Potentilla.arguta","Solanum.triflorum","Viola.nuttallii","Vulpia.octoflora","Erythronium.grandiflorum","Galium.triflorum","Geranium.viscosissimum","Hieracium.albiflorum","Verbascum.thapsus","Zigadenus.paniculatus","Astragalus.purshii","Centaurea.stoebe","Erigeron.divergens","Gaillardia.aristata","Packera.cana","Epilobium.brachycarpum","Lupinus.sericeus","Madia.gracilis","Artemisia.arbuscula","Astragalus.spp","Cryptantha.spp","Cymopterus.spp","Gayophytum.diffusum","Purshia.tridentata","Trifolium.spp","Calochortus.spp","Carex.douglasii","Castilleja.tenuis","Potentilla.gracilis","Achnatherum.thurberianum","Navarretia.breweri","Alopecurus.myosuroides","Braya.glabella","Equisetum.laevigatum","Cryptantha.spiculifera","Eriastrum.sparsiflorum","Phacelia.heterophylla","Chaenactis.douglasii","Mentzelia.albicaulis","Allium.acuminatum","Pseudoroegneria.spicata","Wyethia.amplexicaulis","Cerastium.glomeratum","Amsinckia.spp","Rumex.aquaticus","Bromus.inermis","Grindelia.squarrosa","Lupinus.spp","Penstemon.spp","Phleum.pratense","Potentilla.recta","VEDU","Agropyron.cristatum","Anaphalis.margaritacea","Astragalus.agrestis","Astragalus.inflexus","Carex.spp","Erigeron.spp","Festuca.campestris","Fragaria.spp","Hesperostipa.comata","Lactuca.spp","Linaria.dalmatica","Pediocactus.simpsonii","Poa.compressa","Potentilla.spp","Verbascum.blattaria","Vulpia.bromoides","Acer.glabrum","Agastache.urticifolia","Agoseris.grandiflora","Agoseris.heterophylla","Agoseris.retrorsa","Agoseris.spp","Alyssum.alyssoides","Amelanchier.alnifolia","Amsinckia.menziesii","Anagallis.minima","Anthriscus.caucalis","Apera.interrupta","Apocynum.androsaemifolium","Arenaria.serpyllifolia","Arnica.cordifolia","Bromus.spp","Bromus.briziformis","Bromus.hordeaceus","Bromus.marginatus","Buglossoides.arvensis","Chondrilla.juncea","Cryptantha.flaccida","Delphinium.nuttallianum","Dodecatheon.pulchellum","Elymus.trachycaulus","Erigeron.speciosus","Erodium.cicutarium","Geranium.spp","Lotus.unifoliolatus","Madia.glomerata","Myosotis.stricta","Penstemon.humilis","Poa.spp","Rosa.woodsii","Senecio.spp","Stellaria.media","Symphyotrichum.spp","TACA","Thinopyrum.intermedium","Vulpia.myuros","Agrostemma.githago","Aliciella.pinnatifida","Allium.douglasii","Alopecurus.arundinaceus","Amaranthus.albus","Amaranthus.retroflexus","Ambrosia.artemisiifolia","Ambrosia.psilostachya","Ambrosia.tomentosa","Anemone.cylindrica","Antenniaria.spp","Antennaria.anaphaloides","Antennaria.luzuloides","Antennaria.parvifolia","Antennaria.rosea","Antennaria.stenophylla","Arabis.glabra","Arenaria.spp","Arenaria.hookeri","Artemisia.cana","Artemisia.douglasiana","Artemisia.rigida","Artemisia.tripartita","Asclepias.verticillata","Astragalus.convallarius","Astragalus.gracilis","Astragalus.grayi","Astragalus.laximannii","Astragalus.miser","Astragalus.mollissimus","Astragalus.plattensis","Astragalus.purshii.","Astragalus.spatulatus","Atriplex.spp","Atriplex.canescens","Atriplex.gardneri","Balsamorhiza.spp","Balsamorhiza.macrophylla","Bidens.cernua","Bouteloua.curtipendula","Bouteloua.dactyloides","Calochortus.gunnisonii","Calochortus.nuttallii","Calylophus.serrulatus","Camelina.sativa","Cardaria.draba","Carduus.nutans","Carex.garberi","Carex.inops","Carex.leptalea","Carex.praticola","Ceanothus.velutinus","Centaurium.exaltatum","Cerastium.vulgatum","Ceratocephala.testiculata","Chamaesyce.maculata","Chenopodium.spp","Chenopodium.album","Chorispora.tenella","Chrysothamnus.spp","Cirsium.undulatum","Conyza.canadensis","Crataegus.mollis","Crepis.atribarba","Crepis.occidentalis","Crepis.runcinata","Cryptantha.affinis","Cryptantha.virgata","Dalia.purpurea","Danthonia.spp","mpg_Danthonia.californica","Dasiphora.fruiticosa","Delphinium.spp","Delphinium.geyeri","Descurainia.incana","Descurainia.pinnata","Draba.albertina","Draba.reptans","Echinacea.angustifolia","Eleocharis.spp","Elymus.elymoides","Elymus.lanceolatus","Erigeron.compositus","Erigeron.flagellaris","Erigeron.pumilis","Erigeron.strigosus","Eriogonum.spp","Eriogonum.alatum","Eriogonum.cernuum","Eriogonum.divaricatum","Eriogonum.flavum","Eriogonum.ovalifolium","Eriogonum.sphaerocephalum","Erysimum.asperum","Escobaria.missouriensis","Euthamia.graminifolia","Evolvulus.nuttallianus","Festuca.ovina","Gaillarda.aristata","Galium.trifidum","Gayophytum.spp","Gayophytum.racemosum","Gentianella.amarella","Gilia.tweedyi","Glandularia.spp","Glycyrrhiza.lepidota","Gnaphalium.exilifolium","Grindelia.spp","Helianthus.spp","Helenium.microcephalum","Heuchera.parviflora","Holosteum.umbellatum","Hordeum.jubatum","Hordeum.pusillum","Hymenoxys.hoopesii","Hypericum.perforatum","Ipomoea.purpurea","Ipomopsis.spicata","Iva.axillaris","Juncus.arcticus","Juniperus.horizontalis","Kochia.scoparia","Krascheninnikovia.lanata","Lepidium.densiflorum","Lepidium.latifolium","Lepidium.perfoliatum","Lepidium.virginicum","Leptosiphon.septentrionalis","Leucocrinum.montanum","Leucopoa.kingii","Leymus.cinereus","Leymus.triticoides","Linum.lewisii","opf_Linum.perenne","Linum.rigidum","Lithospermum.canescens","Lomatium.spp","Lomatium.farinosum","Lomatium.nudicaule","Lomatium.simplex","Lupinus.caudatus","Machaeranthera.spp","Machaeranthera.canescens","Machaeranthera.pinnatifida","Machaeranthera.tanacetifolia","Medicago.sativa","Melica.bulbosa","Melilotus.indicus","Mertensia.lanceolata","Microseris.nutans","Monolepis.nuttalliana","Myosotis.verna","Navarretia.intertexta","Nothocalais.spp","Oenothera.spp","Oenothera.cespitosa","Oenothera.coronopifolia","Oenothera.nuttallii","Oligoneuron.rigidum","Oonopsis.wardii","Opunthia.spp","Opunthia.fragilis","Opunthia.polyacantha","nad_Orobanche.ludoviciana","Orthocarpus.spp","nad_Orthocarpus.luteus","Oxytropis.spp","Packera.paupercula","Packera.tritenticulata","Panicum.capillare","Pediomelum.spp","Pediomelum.argophyllum","Penstemon.albidus","Penstemon.aridus","Penstemon.cyathophorus","Penstemon.watsonii","Phleum.alpinum","Phlox.divaricata","Physaria.acutifolia","Picradeniopsis.oppositifolia","Plantago.major","Poa.fendleriana","Polygonum.aviculare","Polygonum.erectum","Polypogon.monspeliensis","Portulaca.oleracea","Potentilla.fissa","Prenanthes.racemosa","Psoralea.argophylla","Psoralidium.spp","Psoralidium.tenuiflorum","Pyrrocoma.carthamoides","Ranunculus.spp","Ratibida.columnifera","Rhus.aromatica","Ribes.cereum","Rudbeckia.laciniata","Rumex.acetosella","Rumex.crispus","Salsola.tragus","Sarcobatus.vermiculatus","Schedonnardus.paniculatus","Schoenocrambe.linifolia","Selaginella.spp","Senecio.serra","Silene.drummondii","Sisyrinchium.idahoense","Sisymbrium.loeselii","Solanum.nigrum","Solidago.missouriensis","Solidago.nemoralis","Sphaeralcea.coccinea","Sporobolus.airoides","Sporobolus.cryptandrus","Symphoricarpos.areothilus","Symphotrichum.ciliatum","Symphyotrichum.campestre","Symphyotrichum.ericoides","Tetradymia.spinosa","Thalictrum.venulosum","Thermopsis.spp","Townsendia.incana","Toxicoscordion.venenosum","Tragopogon.dubius","Tragopogon.miscellus","Trifolium.gymnocarpon","Trifolium.parryi","Trifolium.pratense","Triodanis.leptocarpa","Trisetum.spicatum","Utricularia.macrorhiza","Verbena.bracteata","Veronica.peregrina","Veronica.verna","Vicia.spp","Viola.purpurea","Yucca.glauca","Zigadenus.spp","Arrhenatherum.elatius","Artemisia.absinthium","Astragalus.arrectus","ballhead.waterleaf","Besseya.rubra","moss_Brachythecium.albicans","Brassica.rapa","Bromus.carinatus","Bromus.racemosus","Bromus.secalinus","Bromus.sterilis","Calochortus.elegans","Camassia.quamash","Carex.cusickii","Carex.geyeri","Castilleja.miniata","Centaurea.cyanus","Centaurea.solstitialis","Cerastium.beeringianum","Cerastium.spp","Chamerion.angustifolium","Cichorium.intybus","Cirsium.brevifolium","Cirsium.spp","lichen_Cladonia.pocillum","lichen_Cladonia.verruculosa","Clarkia.pulchella","Claytonia.perfoliata","Crataegus.douglasii","Cruciata.pedemontana","Cystopteris.fragilis","Dactylis.glomerata","Danthonia.californica","Dianthus.armeria","Dipsacus.fullonum","Draba.verna","Elymus.glaucus","Epilobium.spp","Ericameria.resinosa","Erigeron.filifolius","Erigeron.pumilus","Eriogonum.heracleoides","Eriophyllum.lanatum","Fragaria.virginiana","Galium.boreale","Geranium.molle","Geranium.pusillum","Haploesthes.spp","Helianthella.uniflora","Hemizonella.minima","Heracleum.maximum","Heuchera.cylindrica","Heuchera.grossulariifolia","Hieracium.scouleri","Idahoa.scapigera","Iris.missouriensis","Leucanthemum.vulgare","Lithophragma.glabrum","Lomatium.ambiguum","Lomatium.dissectum","Lomatium.macrocarpum","Madia.spp","Mahonia.repens","Maianthemum.spp","Muhlenbergia.glomerata","Myosotis.arvensis","Myosotis.discolor","Olsynium.douglasii","moss_Orthotrichum.speciosum","Osmorhiza.berteroi","Packera.pseudaurea","Paeonia.brownii","Penstemon.glandulosus","Penstemon.venustus","Phlox.viscida","Physocarpus.malvaceus","Pinus.ponderosa","Plantago.lanceolata","Poa.nemoralis","Potentilla.glandulosa","Prunus.emarginata","Pyrrocoma.liatriformis","Ribes.aureum","Rigiopappus.leptocladus","Rubus.idaeus","ips_Rumex.acetosella","Scutellaria.angustifolia","Senecio.integerrimus","Sidalcea.oregana","Silene.latifolia","Solidago.altissima","Spergularia.rubra","Spiraea.betulifolia","Stellaria.crispa","Stellaria.nitens","Swertia.perennis","moss_Tortula.ruralis","Trifolium.arvense","Trifolium.plumosum","Triteleia.grandiflora","Vaccinium.spp","Valerianella.locusta","Veronica.serpyllifolia","Vicia.villosa","Viola.spp","Vulpia.microstachys","Achillea.millefolium","Alyssum.spp","Antenneria.microphylla","Apera.interupta","Astragalus.adsurgens","Aster.ascendens","Astragalus.flexuosus","Astragalus.lentiginosus","Balsamorhiza.saggitata",".Bromus.hordeaceus","Cerastium.arvense","Chrysothamnus.vicidifloris","Convolvulus.arvensis","Collomia.grandiflora","Descurainia.spp","Epilobium.angustilofium","Erodium.circutarium","Filago.arvensis","Geranium.viscossissimum","Hieracium.spp","Koeleria.macranthra","Mertensia.spp","Orthocarpus.tenufolius","Oxytropis.serecius","Pascopyron.smithii","Phlox.spp","Plantago.spp","Poa.fenderleriana","Rosa.woodsi","Stipa.viridula","Tragapogon.dubius","Trifolium.repens","Asclepias.spp","Elymus.albicans","Androsace.septentrionalis","Anemone.multifida","Pulsatilla.patens","Antennaria.racemosa","Arabis.glauca","Arabis.hirsuta","Arabis.nuttallii","Arenaria.capillaris","Arnica.mollis","Asclepias.viridiflora","Asperugo.procumbens","Astragalus.laxmannii","Astragalus.cicer","Astragalus.gilviflorus","Astragalus.missouriensis","Arabis.holboellii","Arabis.spp","Carex.phaeocephala","Castilleja.pulchella","Chrysothamnus.viscidiflorus","Cirsium.flodmanii","Escobaria.vivipara","Cryptantha.celosioides","Cymopterus.nivalis","Delphinium.barbeyi","Dodecatheon.conjugens","Draba.nemorosa","Draba.sps","Erigeron.ochroleucus","Eriogonum.caespitosum","Heuchera.parvifolia","Hieracium.gracile","Hymenopappus.filifolius","Juniperus.scopulorum","Lepidium.campestre","Saxifraga.occidentalis","Monarda.fistulosa","Muhlenbergia.richardsonis","Opuntia.polyacantha","Orobanche.uniflora","Polygonum.spp","Potentilla.pensylvanica","Pseudotsuga.menziesii","Rhus.trilobata","Silene.antirrhina","Silene.noctiflora","Silene.oregana","Silene.scouleri","Stipa.comata"
"bacher_creek_1_ctrl_one_yr",0,4.8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bacher_creek_2_ctrl_one_yr",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bacher_creek_3_ctrl_one_yr",0,0,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,3.8,0,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Berry_1_ctrl_one_yr",0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Berry_2_ctrl_one_yr",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
